Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
TG/PG,1.08 [1.06-1.10],7.915e-13,***,Triglycerides to Phosphoglycerides ratio
M-HDL-PL%,1.08 [1.06-1.10],2.454e-11,***,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.08 [1.05-1.10],6.900e-08,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,1.07 [1.06-1.09],8.251e-11,***,Average Diameter for VLDL Particles
XL-HDL-TG%,1.07 [1.05-1.09],1.699e-09,***,Triglycerides to Total-Lipids in Very Large HDL percentage
MUFA%,1.07 [1.05-1.09],4.495e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG,1.07 [1.05-1.09],5.559e-09,***,Triglycerides in Very Large VLDL
L-HDL-PL%,1.07 [1.05-1.09],3.011e-06,***,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.07 [1.05-1.09],5.003e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-VLDL-L,1.06 [1.05-1.08],4.988e-08,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.06 [1.05-1.08],6.174e-08,***,Concentration of Very Large VLDL Particles
VLDL-TG,1.06 [1.05-1.08],8.376e-08,***,Triglycerides in VLDL
L-VLDL-TG,1.06 [1.05-1.08],1.298e-07,***,Triglycerides in Large VLDL
XS-VLDL-TG%,1.06 [1.04-1.08],7.426e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.06 [1.05-1.08],1.021e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-PL,1.06 [1.04-1.08],1.499e-07,***,Phospholipids in Large VLDL
XXL-VLDL-P,1.06 [1.04-1.08],1.373e-06,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
M-VLDL-TG%,1.06 [1.04-1.08],2.735e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XXL-VLDL-PL,1.06 [1.04-1.08],1.287e-06,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.06 [1.04-1.08],1.697e-06,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,1.06 [1.04-1.08],4.241e-07,***,Phospholipids in Very Large VLDL
Total-TG,1.06 [1.04-1.08],6.626e-07,***,Total-Triglycerides
L-VLDL-P,1.06 [1.04-1.08],4.882e-07,***,Concentration of Large VLDL Particles
L-VLDL-L,1.06 [1.04-1.08],4.325e-07,***,Total-Lipids in Large VLDL
XXL-VLDL-TG,1.06 [1.04-1.08],5.337e-06,***,Triglycerides in Chylomicrons and Extremely Large VLDL
S-HDL-TG,1.06 [1.04-1.08],3.864e-07,***,Triglycerides in Small HDL
IDL-TG%,1.06 [1.04-1.08],5.901e-06,***,Triglycerides to Total-Lipids in IDL percentage
