Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.22 [1.17-1.27],7.881e-18,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-PL%,1.21 [1.15-1.26],7.815e-10,***,Phospholipids to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,1.20 [1.15-1.25],1.025e-13,***,Phospholipids to Total-Lipids in Small LDL percentage
GlycA,1.19 [1.14-1.24],3.825e-11,***,Glycoprotein Acetyls
Gly,1.18 [1.14-1.23],8.727e-13,***,Glycine
XS-VLDL-PL%,1.18 [1.13-1.22],4.191e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.15 [1.11-1.20],2.966e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.14 [1.10-1.19],6.842e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
HDL-size,1.14 [1.09-1.19],5.605e-05,***,Average Diameter for HDL Particles
Omega-6/Omega-3,1.13 [1.09-1.18],1.683e-04,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-TG%,1.12 [1.08-1.17],0.002,**,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-FC%,1.12 [1.08-1.17],7.429e-04,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL,1.12 [1.07-1.16],0.014,*,Phospholipids in Very Large HDL
XS-VLDL-CE,0.90 [0.86-0.94],0.038,*,Cholesteryl Esters in Very Small VLDL
HDL-P,0.90 [0.86-0.93],0.036,*,Concentration of HDL Particles
Omega-3%,0.90 [0.86-0.94],0.041,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
TG/PG,0.89 [0.86-0.93],0.026,*,Triglycerides to Phosphoglycerides ratio
LDL-TG,0.89 [0.85-0.93],0.015,*,Triglycerides in LDL
S-VLDL-TG,0.89 [0.85-0.92],0.003,**,Triglycerides in Small VLDL
S-HDL-TG,0.89 [0.85-0.92],0.004,**,Triglycerides in Small HDL
XL-HDL-FC%,0.88 [0.85-0.92],0.003,**,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-TG,0.88 [0.84-0.92],5.281e-04,***,Triglycerides in Medium LDL
XL-HDL-TG%,0.88 [0.84-0.91],1.696e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Total-P,0.88 [0.84-0.91],2.240e-05,***,Total-Concentration of Lipoprotein Particles
MUFA,0.88 [0.84-0.91],4.001e-05,***,Monounsaturated Fatty Acids
DHA,0.87 [0.84-0.91],7.465e-05,***,Docosahexaenoic Acid
Cholines,0.87 [0.84-0.90],6.290e-07,***,Total-Cholines
S-LDL-TG,0.87 [0.83-0.91],2.902e-05,***,Triglycerides in Small LDL
XXL-VLDL-PL,0.87 [0.83-0.91],3.324e-05,***,Phospholipids in Chylomicrons and Extremely Large VLDL
Phosphoglyc,0.87 [0.83-0.90],2.458e-07,***,Phosphoglycerides
PC,0.87 [0.83-0.90],2.207e-07,***,Phosphatidylcholines
XXL-VLDL-FC,0.87 [0.83-0.90],1.362e-05,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
IDL-C%,0.86 [0.83-0.90],3.703e-09,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.86 [0.83-0.90],2.682e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-CE,0.86 [0.83-0.90],1.790e-07,***,Cholesteryl Esters in Medium VLDL
L-LDL-CE%,0.86 [0.83-0.90],9.792e-09,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-PL,0.86 [0.83-0.90],9.266e-08,***,Phospholipids in IDL
XXL-VLDL-C,0.86 [0.83-0.90],3.842e-06,***,Cholesterol in Chylomicrons and Extremely Large VLDL
ApoB/ApoA1,0.86 [0.83-0.90],2.302e-07,***,Apolipoprotein B to Apolipoprotein A1 ratio
XXL-VLDL-P,0.86 [0.83-0.90],6.698e-06,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-CE,0.86 [0.83-0.90],2.672e-06,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-HDL-C%,0.86 [0.83-0.90],6.207e-07,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-L,0.86 [0.82-0.90],1.561e-06,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-VLDL-P,0.86 [0.83-0.90],2.950e-07,***,Concentration of Small VLDL Particles
S-VLDL-CE,0.86 [0.82-0.90],8.273e-08,***,Cholesteryl Esters in Small VLDL
LA,0.86 [0.83-0.89],4.609e-09,***,Linoleic Acid
XXL-VLDL-TG,0.86 [0.82-0.90],1.279e-06,***,Triglycerides in Chylomicrons and Extremely Large VLDL
IDL-FC,0.86 [0.82-0.89],7.725e-09,***,Free Cholesterol in IDL
M-LDL-C%,0.86 [0.83-0.89],2.916e-11,***,Cholesterol to Total-Lipids in Medium LDL percentage
Ile,0.85 [0.82-0.89],8.764e-08,***,Isoleucine
Omega-6,0.85 [0.82-0.89],1.402e-10,***,Omega-6 Fatty Acids
S-VLDL-C,0.85 [0.82-0.89],1.415e-09,***,Cholesterol in Small VLDL
S-VLDL-L,0.85 [0.81-0.88],8.271e-10,***,Total-Lipids in Small VLDL
