Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.10 [1.08-1.13],3.116e-14,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.10 [1.08-1.13],9.647e-14,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.09 [1.07-1.12],1.582e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.09 [1.07-1.11],1.679e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.08 [1.06-1.11],1.216e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.08 [1.06-1.10],1.986e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,1.07 [1.05-1.09],2.104e-04,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.07 [1.04-1.09],6.228e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.06 [1.04-1.08],0.009,**,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.95 [0.93-0.97],0.046,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-HDL-FC%,0.95 [0.93-0.96],0.011,*,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-L,0.94 [0.93-0.97],0.034,*,Total-Lipids in Small HDL
VLDL-PL,0.94 [0.92-0.96],0.043,*,Phospholipids in VLDL
SFA,0.94 [0.92-0.96],0.010,*,Saturated Fatty Acids
VLDL-P,0.94 [0.92-0.96],0.007,**,Concentration of VLDL Particles
M-VLDL-CE%,0.94 [0.92-0.96],8.002e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.94 [0.92-0.96],0.003,**,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-CE%,0.94 [0.92-0.96],9.680e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
HDL-P,0.94 [0.92-0.96],0.002,**,Concentration of HDL Particles
S-HDL-CE,0.94 [0.92-0.96],0.001,**,Cholesteryl Esters in Small HDL
M-VLDL-C%,0.94 [0.92-0.96],3.342e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-CE,0.94 [0.92-0.96],0.001,**,Cholesteryl Esters in Small VLDL
Total-FA,0.94 [0.92-0.96],8.893e-04,***,Total-Fatty Acids
XS-VLDL-L,0.94 [0.92-0.96],2.911e-04,***,Total-Lipids in Very Small VLDL
XS-VLDL-P,0.94 [0.92-0.96],2.990e-04,***,Concentration of Very Small VLDL Particles
S-HDL-FC,0.94 [0.92-0.96],3.186e-04,***,Free Cholesterol in Small HDL
VLDL-FC,0.94 [0.92-0.96],5.237e-04,***,Free Cholesterol in VLDL
S-HDL-C,0.94 [0.92-0.96],2.243e-04,***,Cholesterol in Small HDL
M-VLDL-FC%,0.94 [0.92-0.96],6.798e-05,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC,0.94 [0.92-0.96],9.301e-05,***,Free Cholesterol in Very Small VLDL
S-HDL-P,0.94 [0.92-0.96],1.205e-04,***,Concentration of Small HDL Particles
S-VLDL-C%,0.93 [0.92-0.95],4.016e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,0.93 [0.91-0.95],3.376e-06,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-PL,0.93 [0.91-0.95],2.475e-05,***,Phospholipids in Small VLDL
S-VLDL-C,0.93 [0.91-0.95],1.705e-05,***,Cholesterol in Small VLDL
M-VLDL-L,0.93 [0.91-0.95],9.285e-06,***,Total-Lipids in Medium VLDL
M-HDL-FC%,0.93 [0.91-0.95],4.397e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-P,0.93 [0.91-0.95],2.718e-06,***,Total-Concentration of Lipoprotein Particles
M-VLDL-P,0.93 [0.91-0.95],1.339e-06,***,Concentration of Medium VLDL Particles
VLDL-C,0.93 [0.91-0.95],4.439e-07,***,VLDL Cholesterol
Phosphoglyc,0.93 [0.91-0.95],1.516e-07,***,Phosphoglycerides
M-VLDL-PL,0.92 [0.90-0.94],9.278e-08,***,Phospholipids in Medium VLDL
M-LDL-C%,0.92 [0.91-0.94],2.921e-09,***,Cholesterol to Total-Lipids in Medium LDL percentage
PC,0.92 [0.90-0.94],3.261e-08,***,Phosphatidylcholines
S-VLDL-FC,0.92 [0.90-0.94],4.080e-08,***,Free Cholesterol in Small VLDL
VLDL-CE,0.92 [0.90-0.94],1.977e-08,***,Cholesteryl Esters in VLDL
XS-VLDL-C,0.92 [0.90-0.94],4.838e-09,***,Cholesterol in Very Small VLDL
S-VLDL-FC%,0.92 [0.90-0.94],5.333e-09,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-P,0.92 [0.90-0.94],9.228e-09,***,Concentration of Small LDL Particles
Cholines,0.92 [0.90-0.94],2.397e-09,***,Total-Cholines
S-VLDL-PL%,0.92 [0.90-0.94],8.771e-09,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-VLDL-FC,0.92 [0.90-0.94],4.759e-09,***,Free Cholesterol in Medium VLDL
M-LDL-P,0.92 [0.90-0.94],6.003e-09,***,Concentration of Medium LDL Particles
SM,0.92 [0.90-0.94],1.133e-09,***,Sphingomyelins
S-LDL-C%,0.92 [0.90-0.94],1.864e-10,***,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6,0.92 [0.90-0.94],5.637e-10,***,Omega-6 Fatty Acids
PUFA,0.92 [0.90-0.94],3.914e-10,***,Polyunsaturated Fatty Acids
XS-VLDL-CE,0.92 [0.90-0.94],1.813e-10,***,Cholesteryl Esters in Very Small VLDL
LA,0.92 [0.90-0.94],1.137e-10,***,Linoleic Acid
S-LDL-PL,0.92 [0.90-0.94],3.113e-10,***,Phospholipids in Small LDL
XS-VLDL-C%,0.92 [0.90-0.94],4.191e-11,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-CE,0.92 [0.90-0.94],6.651e-11,***,Cholesteryl Esters in Medium LDL
Total-PL,0.92 [0.90-0.93],9.469e-12,***,Total-Phospholipids in Lipoprotein Particles
S-LDL-CE,0.91 [0.90-0.93],3.930e-11,***,Cholesteryl Esters in Small LDL
XS-VLDL-CE%,0.91 [0.90-0.93],5.436e-12,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-L,0.91 [0.90-0.93],2.448e-11,***,Total-Lipids in Small LDL
LDL-P,0.91 [0.90-0.93],2.532e-11,***,Concentration of LDL Particles
IDL-P,0.91 [0.89-0.93],6.177e-12,***,Concentration of IDL Particles
M-VLDL-C,0.91 [0.89-0.93],7.410e-12,***,Cholesterol in Medium VLDL
M-LDL-L,0.91 [0.89-0.93],9.305e-12,***,Total-Lipids in Medium LDL
L-LDL-P,0.91 [0.89-0.93],1.079e-11,***,Concentration of Large LDL Particles
M-LDL-PL,0.91 [0.89-0.93],1.039e-11,***,Phospholipids in Medium LDL
IDL-C%,0.91 [0.89-0.93],3.893e-13,***,Cholesterol to Total-Lipids in IDL percentage
ApoB,0.91 [0.89-0.93],2.454e-12,***,Apolipoprotein B
M-VLDL-CE,0.91 [0.89-0.93],3.024e-12,***,Cholesteryl Esters in Medium VLDL
Total-L,0.91 [0.89-0.93],4.310e-13,***,Total-Lipids in Lipoprotein Particles
M-LDL-C,0.91 [0.89-0.93],2.069e-12,***,Cholesterol in Medium LDL
S-LDL-FC,0.91 [0.89-0.93],1.583e-12,***,Free Cholesterol in Small LDL
S-LDL-C,0.91 [0.89-0.93],2.164e-12,***,Cholesterol in Small LDL
IDL-PL,0.91 [0.89-0.93],7.747e-14,***,Phospholipids in IDL
Remnant-C,0.91 [0.89-0.93],6.480e-15,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC,0.91 [0.89-0.93],4.118e-14,***,Free Cholesterol in Medium LDL
IDL-FC,0.91 [0.89-0.93],1.001e-14,***,Free Cholesterol in IDL
IDL-CE%,0.91 [0.89-0.93],2.914e-15,***,Cholesteryl Esters to Total-Lipids in IDL percentage
LDL-L,0.91 [0.89-0.93],5.117e-15,***,Total-Lipids in LDL
LDL-CE,0.91 [0.89-0.93],5.582e-15,***,Cholesteryl Esters in LDL
L-LDL-C%,0.91 [0.89-0.93],1.524e-14,***,Cholesterol to Total-Lipids in Large LDL percentage
LDL-PL,0.91 [0.89-0.93],7.541e-15,***,Phospholipids in LDL
L-LDL-L,0.91 [0.89-0.92],7.536e-16,***,Total-Lipids in Large LDL
LDL-C,0.91 [0.89-0.92],7.307e-16,***,LDL Cholesterol
Non-HDL-C,0.90 [0.89-0.92],2.238e-16,***,Total-Cholesterol Minus HDL-C
L-LDL-CE,0.90 [0.89-0.92],8.240e-16,***,Cholesteryl Esters in Large LDL
Total-FC,0.90 [0.89-0.92],2.075e-16,***,Total-Free Cholesterol
IDL-L,0.90 [0.89-0.92],1.337e-16,***,Total-Lipids in IDL
L-LDL-PL,0.90 [0.89-0.92],5.555e-16,***,Phospholipids in Large LDL
LDL-FC,0.90 [0.89-0.92],4.526e-16,***,Free Cholesterol in LDL
Clinical LDL-C,0.90 [0.89-0.92],4.532e-17,***,Clinical LDL Cholesterol
L-LDL-C,0.90 [0.88-0.92],1.492e-16,***,Cholesterol in Large LDL
Total-C,0.90 [0.88-0.92],1.621e-17,***,Total-Cholesterol
Total-CE,0.90 [0.88-0.92],2.018e-17,***,Total-Esterified Cholesterol
L-LDL-FC,0.90 [0.88-0.92],1.515e-16,***,Free Cholesterol in Large LDL
IDL-C,0.90 [0.88-0.92],3.918e-18,***,Cholesterol in IDL
IDL-CE,0.90 [0.88-0.92],1.296e-18,***,Cholesteryl Esters in IDL
