Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,2.20 [2.14-2.26],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,2.09 [2.03-2.15],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.08 [2.02-2.14],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,2.03 [1.96-2.10],0.000e+00,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,2.02 [1.97-2.07],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.88 [1.83-1.92],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.77 [1.73-1.81],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.72 [1.68-1.76],0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.69 [1.65-1.73],0.000e+00,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.57 [1.53-1.60],1.168e-287,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.46 [1.43-1.50],4.160e-190,***,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,1.45 [1.41-1.49],9.423e-154,***,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,1.43 [1.39-1.47],2.606e-134,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-FC%,1.42 [1.38-1.45],7.849e-164,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,1.36 [1.33-1.40],6.121e-132,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.35 [1.32-1.39],1.520e-107,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,1.35 [1.31-1.38],1.864e-114,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-TG%,1.33 [1.30-1.37],1.945e-107,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Creatinine,1.29 [1.26-1.32],1.606e-102,***,Creatinine
M-LDL-PL%,1.28 [1.25-1.32],1.441e-71,***,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-TG%,1.27 [1.23-1.30],4.755e-64,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.26 [1.23-1.30],2.215e-67,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.25 [1.22-1.28],3.699e-61,***,Triglycerides to Phosphoglycerides ratio
Sc-ala,1.21 [1.18-1.24],5.605e-47,***,Spectrometer-corrected alanine
Omega-3%,1.21 [1.18-1.24],2.067e-42,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Ala,1.15 [1.12-1.18],1.494e-23,***,Alanine
VLDL-size,1.15 [1.12-1.18],4.583e-21,***,Average Diameter for VLDL Particles
Leu,1.14 [1.11-1.17],6.114e-21,***,Leucine
M-HDL-TG%,1.14 [1.11-1.17],1.224e-16,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-C%,1.13 [1.10-1.16],1.490e-17,***,Cholesterol to Total-Lipids in Very Large HDL percentage
Glu-lactate,1.12 [1.10-1.15],3.365e-16,***,Glucose-lactate
DHA%,1.12 [1.10-1.15],2.650e-14,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-BCAA,1.12 [1.09-1.15],4.107e-14,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.10 [1.07-1.13],9.882e-09,***,Valine
Glu,1.10 [1.07-1.13],2.025e-08,***,Glucose
Ile,1.10 [1.07-1.12],7.549e-09,***,Isoleucine
S-HDL-TG,1.10 [1.07-1.12],7.108e-08,***,Triglycerides in Small HDL
Phe,1.08 [1.06-1.11],7.524e-05,***,Phenylalanine
XL-VLDL-P,0.93 [0.91-0.96],0.017,*,Concentration of Very Large VLDL Particles
XL-VLDL-L,0.92 [0.90-0.95],1.818e-04,***,Total-Lipids in Very Large VLDL
M-HDL-CE%,0.92 [0.90-0.94],2.067e-05,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
3-Hydroxybutyrate,0.92 [0.89-0.94],7.909e-05,***,3-Hydroxybutyrate
SFA%,0.91 [0.89-0.94],3.172e-07,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.90 [0.88-0.92],6.900e-11,***,Degree of Unsaturation
XXL-VLDL-C,0.90 [0.87-0.92],1.786e-10,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-LDL-PL%,0.90 [0.88-0.92],4.874e-13,***,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-PL,0.89 [0.87-0.92],1.053e-11,***,Phospholipids in Large VLDL
LDL-TG,0.89 [0.87-0.92],5.503e-12,***,Triglycerides in LDL
Acetate,0.89 [0.87-0.91],1.007e-13,***,Acetate
L-VLDL-P,0.89 [0.87-0.91],2.219e-13,***,Concentration of Large VLDL Particles
Citrate,0.88 [0.86-0.90],1.572e-16,***,Citrate
M-VLDL-TG,0.88 [0.86-0.90],1.466e-16,***,Triglycerides in Medium VLDL
L-VLDL-L,0.88 [0.86-0.90],1.019e-16,***,Total-Lipids in Large VLDL
DHA,0.88 [0.85-0.90],1.687e-18,***,Docosahexaenoic Acid
XL-VLDL-PL,0.87 [0.85-0.90],5.851e-19,***,Phospholipids in Very Large VLDL
L-LDL-TG,0.87 [0.85-0.89],7.730e-20,***,Triglycerides in Large LDL
IDL-TG,0.86 [0.84-0.89],1.395e-22,***,Triglycerides in IDL
XXL-VLDL-CE,0.86 [0.84-0.88],1.083e-22,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
PUFA%,0.86 [0.84-0.88],1.776e-29,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.86 [0.84-0.88],9.225e-32,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-C%,0.85 [0.83-0.87],1.188e-31,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-PL,0.85 [0.83-0.87],1.327e-31,***,Phospholipids in Small HDL
L-VLDL-FC,0.85 [0.83-0.87],2.657e-28,***,Free Cholesterol in Large VLDL
XXL-VLDL-C%,0.85 [0.83-0.87],1.434e-27,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.85 [0.83-0.87],2.872e-33,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-CE%,0.84 [0.82-0.86],6.308e-42,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-L,0.84 [0.82-0.86],2.538e-37,***,Total-Lipids in Small HDL
S-HDL-CE,0.83 [0.81-0.85],2.489e-41,***,Cholesteryl Esters in Small HDL
XL-VLDL-FC,0.83 [0.81-0.85],5.496e-37,***,Free Cholesterol in Very Large VLDL
MUFA,0.82 [0.80-0.84],4.562e-44,***,Monounsaturated Fatty Acids
M-HDL-C%,0.82 [0.80-0.84],9.642e-53,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-PL,0.81 [0.79-0.83],2.704e-53,***,Phospholipids in Medium HDL
XL-HDL-PL%,0.81 [0.79-0.82],9.924e-84,***,Phospholipids to Total-Lipids in Very Large HDL percentage
S-LDL-FC%,0.80 [0.79-0.82],1.654e-80,***,Free Cholesterol to Total-Lipids in Small LDL percentage
Gly,0.80 [0.78-0.83],1.988e-48,***,Glycine
S-HDL-C,0.80 [0.78-0.82],1.780e-62,***,Cholesterol in Small HDL
Omega-6%,0.80 [0.78-0.82],1.189e-69,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG,0.80 [0.77-0.82],6.253e-55,***,Triglycerides in Large HDL
S-HDL-P,0.79 [0.77-0.81],1.018e-68,***,Concentration of Small HDL Particles
XXL-VLDL-CE%,0.79 [0.77-0.81],1.808e-63,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-L,0.79 [0.77-0.81],3.810e-70,***,Total-Lipids in Medium HDL
PUFA/MUFA,0.79 [0.77-0.81],7.520e-69,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-CE,0.78 [0.76-0.80],5.715e-70,***,Cholesteryl Esters in Medium HDL
XL-HDL-TG,0.78 [0.76-0.80],2.467e-68,***,Triglycerides in Very Large HDL
Omega-6/Omega-3,0.78 [0.76-0.80],3.887e-72,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-size,0.77 [0.75-0.79],2.272e-96,***,Average Diameter for LDL Particles
