Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.65 [1.51-1.82],6.451e-21,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.63 [1.49-1.78],1.884e-21,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.62 [1.49-1.77],1.053e-23,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.56 [1.44-1.69],1.661e-21,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.53 [1.37-1.71],1.719e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,1.51 [1.39-1.63],6.428e-18,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.47 [1.36-1.59],2.208e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.43 [1.32-1.54],2.131e-13,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.39 [1.28-1.51],2.973e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.34 [1.23-1.45],9.890e-07,***,Triglycerides to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.34 [1.22-1.46],6.943e-05,***,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-PL%,1.33 [1.22-1.45],6.525e-06,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.28 [1.18-1.40],0.001,**,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.27 [1.16-1.38],0.010,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-C%,0.79 [0.73-0.85],4.257e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
HDL-PL,0.79 [0.72-0.86],0.025,*,Phospholipids in HDL
S-HDL-C,0.78 [0.72-0.85],0.002,**,Cholesterol in Small HDL
XL-VLDL-FC,0.78 [0.71-0.85],0.035,*,Free Cholesterol in Very Large VLDL
M-VLDL-TG,0.77 [0.71-0.85],0.014,*,Triglycerides in Medium VLDL
M-HDL-FC,0.77 [0.71-0.85],0.007,**,Free Cholesterol in Medium HDL
HDL-CE,0.77 [0.70-0.84],0.005,**,Cholesteryl Esters in HDL
L-HDL-L,0.77 [0.70-0.85],0.030,*,Total-Lipids in Large HDL
ApoA1,0.77 [0.70-0.84],0.001,**,Apolipoprotein A1
L-VLDL-FC,0.77 [0.70-0.84],0.009,**,Free Cholesterol in Large VLDL
S-HDL-P,0.76 [0.70-0.83],2.266e-04,***,Concentration of Small HDL Particles
HDL-L,0.76 [0.70-0.83],4.097e-04,***,Total-Lipids in HDL
L-HDL-C,0.76 [0.69-0.84],0.016,*,Cholesterol in Large HDL
M-LDL-CE%,0.76 [0.70-0.82],9.365e-06,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
MUFA,0.76 [0.69-0.83],2.443e-04,***,Monounsaturated Fatty Acids
LDL-TG,0.75 [0.68-0.83],0.002,**,Triglycerides in LDL
HDL-C,0.75 [0.68-0.82],1.548e-04,***,HDL Cholesterol
L-HDL-P,0.75 [0.68-0.83],0.010,*,Concentration of Large HDL Particles
XL-VLDL-PL%,0.75 [0.70-0.80],1.920e-11,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-HDL-PL,0.75 [0.67-0.83],0.007,**,Phospholipids in Very Large HDL
IDL-TG,0.75 [0.68-0.82],4.494e-04,***,Triglycerides in IDL
XS-VLDL-FC%,0.75 [0.69-0.80],3.110e-10,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-TG,0.74 [0.67-0.82],1.640e-04,***,Triglycerides in Very Large HDL
L-VLDL-C%,0.74 [0.68-0.81],1.209e-06,***,Cholesterol to Total-Lipids in Large VLDL percentage
HDL-P,0.74 [0.68-0.81],5.233e-06,***,Concentration of HDL Particles
L-LDL-TG,0.74 [0.67-0.81],1.164e-04,***,Triglycerides in Large LDL
L-HDL-FC,0.73 [0.66-0.81],8.585e-04,***,Free Cholesterol in Large HDL
XL-VLDL-CE%,0.73 [0.67-0.80],4.378e-06,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-LDL-CE%,0.73 [0.67-0.79],1.086e-08,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-VLDL-FC%,0.73 [0.66-0.80],2.954e-06,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE%,0.72 [0.68-0.77],1.021e-20,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-VLDL-CE%,0.72 [0.66-0.79],1.167e-08,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-C%,0.72 [0.66-0.79],1.867e-06,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,0.72 [0.67-0.78],1.751e-12,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-FC,0.71 [0.65-0.77],1.065e-09,***,Free Cholesterol in Small HDL
L-VLDL-C,0.71 [0.64-0.78],9.819e-08,***,Cholesterol in Large VLDL
XL-VLDL-C,0.70 [0.64-0.78],1.636e-07,***,Cholesterol in Very Large VLDL
LA%,0.70 [0.65-0.76],6.494e-12,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-CE%,0.70 [0.65-0.76],1.252e-14,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-HDL-L,0.70 [0.63-0.78],5.862e-06,***,Total-Lipids in Very Large HDL
VLDL-L,0.70 [0.64-0.77],9.224e-10,***,Total-Lipids in VLDL
HDL-FC,0.69 [0.63-0.76],7.359e-09,***,Free Cholesterol in HDL
L-HDL-FC%,0.69 [0.65-0.73],2.848e-26,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-C%,0.69 [0.64-0.74],2.975e-21,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.69 [0.64-0.73],3.211e-22,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-FC,0.68 [0.62-0.76],1.614e-08,***,Free Cholesterol in Very Large HDL
IDL-C%,0.68 [0.64-0.73],1.051e-20,***,Cholesterol to Total-Lipids in IDL percentage
Total-P,0.68 [0.62-0.75],3.497e-12,***,Total-Concentration of Lipoprotein Particles
S-VLDL-P,0.68 [0.62-0.75],6.025e-10,***,Concentration of Small VLDL Particles
XL-HDL-CE,0.68 [0.61-0.75],1.734e-07,***,Cholesteryl Esters in Very Large HDL
S-LDL-C%,0.67 [0.63-0.72],6.266e-22,***,Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-FC%,0.67 [0.62-0.73],4.879e-19,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-C,0.67 [0.60-0.75],3.984e-08,***,Cholesterol in Very Large HDL
IDL-CE%,0.67 [0.62-0.72],4.518e-22,***,Cholesteryl Esters to Total-Lipids in IDL percentage
SFA,0.67 [0.61-0.73],2.704e-14,***,Saturated Fatty Acids
L-LDL-C%,0.67 [0.62-0.72],5.678e-22,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-FA,0.66 [0.61-0.72],2.230e-16,***,Total-Fatty Acids
S-VLDL-C%,0.66 [0.61-0.71],1.355e-21,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-L,0.65 [0.60-0.72],6.075e-14,***,Total-Lipids in Small VLDL
XS-VLDL-C%,0.65 [0.61-0.70],1.428e-25,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.65 [0.61-0.70],2.458e-26,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,0.65 [0.61-0.70],2.565e-26,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-VLDL-CE,0.65 [0.59-0.72],4.389e-13,***,Cholesteryl Esters in Large VLDL
XL-VLDL-CE,0.65 [0.59-0.72],5.983e-13,***,Cholesteryl Esters in Very Large VLDL
VLDL-PL,0.65 [0.59-0.71],1.738e-14,***,Phospholipids in VLDL
XL-HDL-P,0.64 [0.58-0.72],7.110e-10,***,Concentration of Very Large HDL Particles
