Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.59 [1.46-1.73],2.412e-22,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.56 [1.42-1.70],3.836e-17,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-TG%,1.56 [1.44-1.69],7.213e-22,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.53 [1.42-1.66],1.241e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.53 [1.39-1.67],1.676e-14,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.51 [1.39-1.65],1.421e-16,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.47 [1.32-1.64],3.525e-07,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.47 [1.36-1.59],9.802e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.44 [1.32-1.56],5.984e-13,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.44 [1.32-1.56],1.721e-11,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.39 [1.28-1.50],3.704e-10,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.35 [1.25-1.47],8.560e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.31 [1.21-1.43],6.167e-05,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,1.31 [1.20-1.42],6.595e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
MUFA%,1.31 [1.20-1.43],4.484e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,0.80 [0.74-0.87],0.013,*,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.80 [0.74-0.86],0.002,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-C%,0.79 [0.74-0.86],2.447e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
