Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.82 [1.62-2.04],7.922e-19,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.81 [1.62-2.02],4.160e-20,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,1.80 [1.56-2.08],2.216e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.76 [1.58-1.95],6.786e-21,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.75 [1.59-1.93],4.998e-24,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.71 [1.55-1.89],2.095e-22,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.66 [1.50-1.84],3.417e-17,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.63 [1.48-1.79],1.421e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.49 [1.34-1.65],2.992e-08,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.48 [1.35-1.64],2.485e-10,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.47 [1.33-1.62],9.419e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.44 [1.30-1.59],1.869e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.38 [1.24-1.55],0.002,**,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-PL%,1.36 [1.22-1.50],0.002,**,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-C%,0.77 [0.71-0.85],0.004,**,Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-PL%,0.76 [0.70-0.83],5.082e-05,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-FC%,0.76 [0.69-0.84],0.002,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-CE%,0.76 [0.69-0.83],0.004,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-PL,0.76 [0.68-0.84],0.050,*,Phospholipids in Small HDL
VLDL-L,0.75 [0.67-0.84],0.036,*,Total-Lipids in VLDL
M-HDL-CE,0.75 [0.67-0.83],0.042,*,Cholesteryl Esters in Medium HDL
