Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-FC%,1.17 [1.14-1.20],6.906e-35,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,1.17 [1.14-1.19],1.882e-40,***,Creatinine
M-HDL-PL%,1.16 [1.14-1.19],5.651e-33,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.15 [1.13-1.18],5.659e-28,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.15 [1.12-1.17],2.680e-27,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.15 [1.12-1.17],4.965e-26,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
TG/PG,1.14 [1.12-1.17],2.515e-24,***,Triglycerides to Phosphoglycerides ratio
IDL-TG%,1.14 [1.11-1.16],2.014e-23,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG%,1.13 [1.10-1.16],4.185e-19,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.13 [1.10-1.16],1.374e-19,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,1.12 [1.09-1.15],1.433e-15,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,1.12 [1.09-1.14],4.160e-15,***,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.12 [1.09-1.14],4.516e-16,***,Triglycerides to Total-Lipids in Large LDL percentage
VLDL-size,1.12 [1.09-1.14],8.702e-15,***,Average Diameter for VLDL Particles
L-HDL-PL%,1.11 [1.08-1.13],2.723e-13,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.11 [1.08-1.13],1.572e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.11 [1.08-1.13],7.322e-13,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,1.10 [1.08-1.13],9.248e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.10 [1.08-1.13],9.884e-13,***,Triglycerides to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,1.10 [1.08-1.13],2.118e-11,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-PL%,1.09 [1.07-1.12],6.851e-07,***,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-PL%,1.08 [1.05-1.10],7.488e-06,***,Phospholipids to Total-Lipids in IDL percentage
M-LDL-PL%,1.07 [1.05-1.10],3.285e-04,***,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,1.07 [1.05-1.09],0.001,**,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,1.07 [1.04-1.09],0.002,**,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,1.07 [1.04-1.09],0.004,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
Omega-6/Omega-3,1.07 [1.04-1.09],0.009,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-P,1.06 [1.04-1.09],0.010,**,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-TG,1.06 [1.04-1.09],0.024,*,Triglycerides in Very Large VLDL
VLDL-C,0.94 [0.92-0.96],0.035,*,VLDL Cholesterol
