Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.94 [1.71-2.19],8.252e-21,***,Creatinine
XS-VLDL-TG%,1.74 [1.48-2.04],1.606e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.68 [1.45-1.94],1.682e-06,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.60 [1.38-1.86],6.897e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.59 [1.36-1.86],8.466e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.55 [1.32-1.83],0.041,*,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.54 [1.33-1.78],9.426e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.74 [0.66-0.82],0.017,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.70 [0.62-0.80],0.013,*,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.69 [0.61-0.79],0.018,*,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.69 [0.61-0.78],0.002,**,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.69 [0.60-0.78],0.009,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.68 [0.60-0.78],0.004,**,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-C%,0.67 [0.58-0.76],7.462e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-C,0.66 [0.57-0.77],0.008,**,Total-Cholesterol
Total-CE,0.66 [0.57-0.76],0.005,**,Total-Esterified Cholesterol
L-LDL-FC,0.65 [0.56-0.77],0.050,*,Free Cholesterol in Large LDL
S-VLDL-FC%,0.65 [0.57-0.75],9.251e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
SM,0.65 [0.55-0.76],0.021,*,Sphingomyelins
IDL-C%,0.65 [0.57-0.73],3.133e-06,***,Cholesterol to Total-Lipids in IDL percentage
IDL-PL,0.64 [0.55-0.75],0.017,*,Phospholipids in IDL
IDL-CE%,0.64 [0.56-0.73],4.835e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-PL%,0.64 [0.55-0.74],0.001,**,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-L,0.63 [0.54-0.74],9.016e-04,***,Total-Lipids in IDL
XS-VLDL-CE,0.63 [0.53-0.74],0.011,*,Cholesteryl Esters in Very Small VLDL
IDL-FC,0.62 [0.53-0.73],0.002,**,Free Cholesterol in IDL
XS-VLDL-C%,0.61 [0.54-0.70],2.526e-08,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C,0.61 [0.52-0.71],7.596e-05,***,Cholesterol in IDL
XS-VLDL-CE%,0.61 [0.53-0.69],3.382e-09,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE,0.61 [0.52-0.71],6.160e-05,***,Cholesteryl Esters in IDL
