Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.74 [2.46-3.05],4.078e-71,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,2.73 [2.53-2.95],1.121e-141,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.68 [2.47-2.90],1.230e-123,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,2.63 [2.45-2.82],7.704e-159,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.37 [2.22-2.52],1.921e-152,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,2.15 [2.02-2.29],6.454e-125,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,2.04 [1.92-2.18],5.787e-97,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.99 [1.87-2.11],4.155e-105,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.91 [1.80-2.02],3.994e-102,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.82 [1.70-1.95],1.936e-61,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.79 [1.68-1.91],1.467e-64,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-FC%,1.74 [1.63-1.85],1.926e-58,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,1.66 [1.54-1.79],1.009e-35,***,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.66 [1.54-1.79],1.465e-35,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-TG%,1.63 [1.53-1.74],9.272e-46,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.58 [1.47-1.70],4.563e-29,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL%,1.55 [1.46-1.65],3.748e-36,***,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,1.53 [1.45-1.62],8.362e-44,***,Creatinine
L-HDL-TG%,1.31 [1.22-1.40],6.200e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.30 [1.21-1.39],1.754e-07,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.29 [1.20-1.39],3.256e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Gln,1.28 [1.20-1.38],1.974e-07,***,Glutamine
Sc-ala,1.28 [1.20-1.37],8.464e-09,***,Spectrometer-corrected alanine
XL-HDL-TG%,1.28 [1.20-1.37],1.331e-07,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Leu,1.27 [1.19-1.35],2.182e-08,***,Leucine
DHA%,1.26 [1.18-1.35],3.198e-06,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
TG/PG,1.25 [1.17-1.34],1.788e-05,***,Triglycerides to Phosphoglycerides ratio
Omega-3%,1.25 [1.17-1.34],3.506e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Ala,1.24 [1.16-1.32],3.669e-05,***,Alanine
Total-BCAA,1.22 [1.15-1.31],1.851e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Phe,1.22 [1.14-1.30],4.436e-04,***,Phenylalanine
XL-HDL-C%,1.21 [1.14-1.29],5.827e-04,***,Cholesterol to Total-Lipids in Very Large HDL percentage
Ile,1.19 [1.12-1.27],0.011,*,Isoleucine
S-LDL-FC%,0.85 [0.80-0.90],0.021,*,Free Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-L,0.81 [0.75-0.87],0.006,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
3-Hydroxybutyrate,0.81 [0.75-0.87],0.018,*,3-Hydroxybutyrate
L-VLDL-FC%,0.81 [0.75-0.86],3.461e-05,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-C%,0.80 [0.74-0.86],0.001,**,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL%,0.79 [0.75-0.84],1.905e-11,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-C%,0.78 [0.73-0.83],2.019e-08,***,Cholesterol to Total-Lipids in Medium HDL percentage
VLDL-TG,0.78 [0.73-0.84],5.639e-06,***,Triglycerides in VLDL
Omega-6/Omega-3,0.78 [0.73-0.84],2.298e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-TG,0.78 [0.73-0.84],1.765e-05,***,Triglycerides in Large VLDL
XXL-VLDL-FC,0.78 [0.72-0.84],1.785e-05,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Omega-3,0.77 [0.72-0.83],4.025e-07,***,Omega-3 Fatty Acids
XS-VLDL-TG,0.77 [0.71-0.82],5.382e-07,***,Triglycerides in Very Small VLDL
M-LDL-FC%,0.76 [0.72-0.81],4.209e-13,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-CE%,0.76 [0.71-0.80],1.476e-13,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-TG,0.75 [0.70-0.81],1.052e-08,***,Triglycerides in Medium HDL
XL-VLDL-P,0.75 [0.70-0.81],8.331e-08,***,Concentration of Very Large VLDL Particles
Total-TG,0.75 [0.70-0.81],3.034e-09,***,Total-Triglycerides
XL-VLDL-L,0.75 [0.69-0.80],5.579e-09,***,Total-Lipids in Very Large VLDL
HDL-TG,0.75 [0.69-0.80],1.475e-09,***,Triglycerides in HDL
SFA%,0.74 [0.69-0.80],8.490e-12,***,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.74 [0.69-0.80],4.900e-10,***,Docosahexaenoic Acid
Gly,0.72 [0.67-0.78],6.128e-11,***,Glycine
L-HDL-CE%,0.72 [0.68-0.76],2.475e-29,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-VLDL-PL,0.72 [0.66-0.77],1.805e-12,***,Phospholipids in Large VLDL
L-LDL-CE%,0.71 [0.67-0.76],6.649e-22,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-CE%,0.71 [0.66-0.76],5.781e-16,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C,0.71 [0.66-0.77],3.647e-12,***,Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-TG,0.71 [0.66-0.77],1.043e-11,***,Triglycerides in Small LDL
L-VLDL-L,0.70 [0.65-0.76],4.598e-15,***,Total-Lipids in Large VLDL
L-VLDL-P,0.70 [0.65-0.76],6.940e-14,***,Concentration of Large VLDL Particles
LDL-size,0.69 [0.65-0.74],3.691e-25,***,Average Diameter for LDL Particles
XL-VLDL-PL,0.69 [0.64-0.74],1.552e-15,***,Phospholipids in Very Large VLDL
M-LDL-TG,0.68 [0.63-0.74],3.828e-15,***,Triglycerides in Medium LDL
M-VLDL-TG,0.68 [0.63-0.74],1.022e-17,***,Triglycerides in Medium VLDL
