Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.64 [1.46-1.84],1.205e-11,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.63 [1.44-1.84],1.295e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,1.62 [1.43-1.82],8.122e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.57 [1.40-1.76],6.594e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.51 [1.33-1.71],5.379e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.49 [1.31-1.70],5.525e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.49 [1.33-1.67],1.493e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.42 [1.26-1.60],0.003,**,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,1.41 [1.25-1.60],0.006,**,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.41 [1.26-1.58],6.334e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
Creatinine,1.33 [1.19-1.48],0.049,*,Creatinine
XS-VLDL-FC%,0.76 [0.68-0.84],0.032,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,0.74 [0.68-0.81],6.771e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
IDL-FC%,0.74 [0.66-0.83],0.027,*,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-FC%,0.73 [0.67-0.81],2.343e-05,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-C,0.72 [0.63-0.81],0.023,*,Cholesterol in Small HDL
M-VLDL-L,0.71 [0.63-0.81],0.044,*,Total-Lipids in Medium VLDL
M-HDL-L,0.71 [0.63-0.81],0.032,*,Total-Lipids in Medium HDL
M-VLDL-C%,0.71 [0.64-0.78],2.555e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.71 [0.63-0.79],1.442e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-P,0.71 [0.62-0.80],0.013,*,Concentration of Small HDL Particles
M-HDL-C,0.70 [0.62-0.80],0.023,*,Cholesterol in Medium HDL
VLDL-FC,0.70 [0.62-0.80],0.027,*,Free Cholesterol in VLDL
S-VLDL-CE,0.70 [0.61-0.80],0.022,*,Cholesteryl Esters in Small VLDL
SFA,0.70 [0.61-0.79],0.003,**,Saturated Fatty Acids
S-VLDL-PL,0.69 [0.61-0.79],0.011,*,Phospholipids in Small VLDL
LA%,0.69 [0.61-0.77],7.879e-05,***,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-PL,0.69 [0.60-0.78],0.005,**,Phospholipids in Very Small VLDL
S-HDL-FC,0.69 [0.61-0.78],8.131e-04,***,Free Cholesterol in Small HDL
M-HDL-P,0.69 [0.60-0.78],0.008,**,Concentration of Medium HDL Particles
M-VLDL-FC%,0.69 [0.62-0.76],2.415e-07,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-L,0.68 [0.59-0.79],0.036,*,Total-Lipids in Large HDL
M-VLDL-PL%,0.68 [0.61-0.75],2.611e-08,***,Phospholipids to Total-Lipids in Medium VLDL percentage
HDL-PL,0.68 [0.60-0.77],0.001,**,Phospholipids in HDL
S-VLDL-C,0.68 [0.60-0.77],0.002,**,Cholesterol in Small VLDL
L-LDL-FC%,0.67 [0.61-0.75],4.279e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-CE%,0.67 [0.60-0.76],3.867e-06,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-PL,0.67 [0.59-0.77],2.904e-04,***,Phospholipids in Small LDL
L-HDL-C,0.67 [0.58-0.78],0.045,*,Cholesterol in Large HDL
Total-FA,0.67 [0.59-0.76],2.165e-05,***,Total-Fatty Acids
L-LDL-C%,0.67 [0.60-0.74],1.800e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-FC%,0.67 [0.60-0.75],2.436e-07,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-FC,0.67 [0.58-0.76],7.843e-04,***,Free Cholesterol in Medium HDL
S-VLDL-PL%,0.66 [0.59-0.75],2.823e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
XL-HDL-C,0.66 [0.57-0.77],0.025,*,Cholesterol in Very Large HDL
HDL-L,0.66 [0.58-0.75],8.088e-05,***,Total-Lipids in HDL
M-VLDL-P,0.66 [0.58-0.76],4.414e-04,***,Concentration of Medium VLDL Particles
VLDL-C,0.66 [0.58-0.75],2.428e-05,***,VLDL Cholesterol
ApoA1,0.66 [0.58-0.75],4.948e-05,***,Apolipoprotein A1
M-VLDL-PL,0.66 [0.58-0.75],1.246e-04,***,Phospholipids in Medium VLDL
XL-HDL-CE,0.66 [0.56-0.77],0.030,*,Cholesteryl Esters in Very Large HDL
M-LDL-C%,0.66 [0.60-0.72],2.658e-12,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC,0.66 [0.56-0.77],0.023,*,Free Cholesterol in Large HDL
HDL-CE,0.66 [0.57-0.75],2.106e-04,***,Cholesteryl Esters in HDL
L-HDL-P,0.66 [0.56-0.77],0.029,*,Concentration of Large HDL Particles
IDL-CE%,0.65 [0.59-0.73],1.952e-10,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-FC%,0.65 [0.59-0.73],1.425e-09,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-L,0.65 [0.57-0.74],1.399e-05,***,Total-Lipids in Very Small VLDL
S-VLDL-FC,0.65 [0.57-0.74],3.278e-05,***,Free Cholesterol in Small VLDL
IDL-C%,0.65 [0.58-0.71],1.833e-12,***,Cholesterol to Total-Lipids in IDL percentage
HDL-C,0.65 [0.56-0.74],4.233e-05,***,HDL Cholesterol
HDL-P,0.64 [0.57-0.73],7.509e-06,***,Concentration of HDL Particles
S-LDL-FC,0.64 [0.57-0.73],1.798e-06,***,Free Cholesterol in Small LDL
S-LDL-L,0.64 [0.57-0.73],1.967e-06,***,Total-Lipids in Small LDL
S-LDL-C%,0.64 [0.58-0.71],1.411e-12,***,Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-PL,0.64 [0.56-0.73],2.534e-06,***,Phospholipids in Medium LDL
XL-HDL-P,0.64 [0.55-0.75],0.005,**,Concentration of Very Large HDL Particles
XS-VLDL-P,0.64 [0.56-0.73],9.693e-06,***,Concentration of Very Small VLDL Particles
M-LDL-L,0.64 [0.56-0.72],1.287e-07,***,Total-Lipids in Medium LDL
L-LDL-P,0.63 [0.56-0.72],4.199e-06,***,Concentration of Large LDL Particles
