Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,2.78 [2.55-3.04],4.995e-109,***,Creatinine
XS-VLDL-PL%,2.21 [1.95-2.50],8.364e-31,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.04 [1.81-2.30],3.911e-26,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.96 [1.74-2.20],1.168e-23,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.96 [1.72-2.22],3.687e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.85 [1.65-2.08],2.131e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.78 [1.54-2.05],4.454e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,1.75 [1.54-1.99],3.536e-12,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.69 [1.48-1.94],4.898e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.59 [1.41-1.80],1.084e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.59 [1.38-1.83],1.355e-05,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,1.54 [1.34-1.76],8.581e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,1.53 [1.35-1.73],8.281e-06,***,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.49 [1.30-1.71],0.002,**,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.45 [1.29-1.65],4.820e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-C%,0.75 [0.67-0.83],0.011,*,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.72 [0.66-0.79],6.431e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,0.72 [0.65-0.80],1.790e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-FC%,0.72 [0.65-0.79],1.395e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.72 [0.64-0.80],0.001,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-FA,0.71 [0.63-0.81],0.028,*,Total-Fatty Acids
S-VLDL-CE%,0.70 [0.63-0.79],2.067e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-FC%,0.70 [0.63-0.78],1.691e-04,***,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-C,0.69 [0.60-0.79],0.032,*,Cholesterol in Small VLDL
SFA,0.69 [0.60-0.78],0.004,**,Saturated Fatty Acids
M-VLDL-C%,0.68 [0.61-0.75],2.852e-09,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-L,0.67 [0.59-0.77],0.001,**,Total-Lipids in Very Small VLDL
M-VLDL-P,0.67 [0.58-0.77],0.005,**,Concentration of Medium VLDL Particles
VLDL-C,0.67 [0.58-0.76],3.958e-04,***,VLDL Cholesterol
XL-HDL-FC,0.66 [0.57-0.77],0.035,*,Free Cholesterol in Very Large HDL
LA,0.66 [0.59-0.75],8.683e-06,***,Linoleic Acid
M-VLDL-PL%,0.66 [0.59-0.73],1.324e-09,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-PL,0.66 [0.57-0.76],6.735e-04,***,Phospholipids in Medium VLDL
M-VLDL-FC%,0.65 [0.58-0.72],2.595e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-PL,0.65 [0.57-0.74],1.697e-05,***,Phospholipids in Small HDL
M-HDL-PL,0.65 [0.56-0.74],6.939e-05,***,Phospholipids in Medium HDL
