Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.16 [1.12-1.19],2.028e-17,***,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL,1.14 [1.10-1.17],1.457e-13,***,Phospholipids in Medium HDL
HDL-PL,1.14 [1.10-1.17],1.630e-12,***,Phospholipids in HDL
L-HDL-TG,1.13 [1.10-1.17],8.479e-14,***,Triglycerides in Large HDL
M-HDL-L,1.13 [1.10-1.16],3.735e-11,***,Total-Lipids in Medium HDL
HDL-L,1.12 [1.09-1.16],1.195e-09,***,Total-Lipids in HDL
M-HDL-TG,1.12 [1.09-1.15],6.424e-11,***,Triglycerides in Medium HDL
M-HDL-P,1.12 [1.09-1.15],4.118e-10,***,Concentration of Medium HDL Particles
M-HDL-FC,1.12 [1.09-1.15],6.781e-10,***,Free Cholesterol in Medium HDL
ApoA1,1.12 [1.09-1.15],6.544e-09,***,Apolipoprotein A1
L-HDL-PL,1.11 [1.08-1.15],2.457e-07,***,Phospholipids in Large HDL
HDL-FC,1.11 [1.08-1.15],1.207e-07,***,Free Cholesterol in HDL
HDL-TG,1.11 [1.08-1.14],1.457e-08,***,Triglycerides in HDL
PC,1.11 [1.08-1.14],7.593e-08,***,Phosphatidylcholines
Phosphoglyc,1.11 [1.08-1.14],1.856e-07,***,Phosphoglycerides
M-HDL-C,1.11 [1.07-1.14],1.260e-06,***,Cholesterol in Medium HDL
L-HDL-L,1.10 [1.07-1.14],3.002e-05,***,Total-Lipids in Large HDL
M-HDL-CE,1.10 [1.07-1.13],7.163e-06,***,Cholesteryl Esters in Medium HDL
S-HDL-PL,1.10 [1.07-1.13],4.254e-06,***,Phospholipids in Small HDL
M-LDL-TG%,1.10 [1.07-1.13],4.142e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.10 [1.07-1.13],8.451e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
HDL-size,1.10 [1.07-1.13],2.198e-04,***,Average Diameter for HDL Particles
Cholines,1.10 [1.07-1.13],1.712e-05,***,Total-Cholines
L-HDL-P,1.10 [1.06-1.13],3.048e-04,***,Concentration of Large HDL Particles
XL-HDL-PL%,1.10 [1.06-1.13],0.001,**,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-FC,1.10 [1.06-1.13],4.892e-04,***,Free Cholesterol in Large HDL
HDL-C,1.09 [1.06-1.13],4.812e-04,***,HDL Cholesterol
IDL-TG,1.09 [1.06-1.12],4.231e-05,***,Triglycerides in IDL
HDL-P,1.09 [1.06-1.12],1.316e-04,***,Concentration of HDL Particles
GlycA,1.09 [1.06-1.12],0.002,**,Glycoprotein Acetyls
XS-VLDL-TG,1.09 [1.06-1.12],2.670e-04,***,Triglycerides in Very Small VLDL
IDL-TG%,1.09 [1.06-1.12],8.008e-04,***,Triglycerides to Total-Lipids in IDL percentage
HDL-CE,1.09 [1.06-1.12],0.005,**,Cholesteryl Esters in HDL
S-LDL-TG%,1.09 [1.06-1.12],0.002,**,Triglycerides to Total-Lipids in Small LDL percentage
Total-P,1.09 [1.06-1.12],0.002,**,Total-Concentration of Lipoprotein Particles
SFA,1.08 [1.05-1.11],0.007,**,Saturated Fatty Acids
XL-HDL-TG,1.08 [1.05-1.11],0.003,**,Triglycerides in Very Large HDL
S-HDL-FC,1.08 [1.05-1.11],0.007,**,Free Cholesterol in Small HDL
S-HDL-L,1.08 [1.05-1.11],0.020,*,Total-Lipids in Small HDL
Total-PL,1.08 [1.05-1.11],0.017,*,Total-Phospholipids in Lipoprotein Particles
PUFA%,0.93 [0.90-0.95],0.043,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.93 [0.90-0.95],0.005,**,Cholesterol to Total-Lipids in IDL percentage
Omega-6%,0.93 [0.90-0.95],0.029,*,Omega-6 Fatty Acids to Total-Fatty Acids percentage
ApoB/ApoA1,0.93 [0.90-0.95],0.033,*,Apolipoprotein B to Apolipoprotein A1 ratio
XL-HDL-CE%,0.92 [0.90-0.95],0.001,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-LDL-FC%,0.92 [0.90-0.95],2.835e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC%,0.92 [0.89-0.94],1.137e-04,***,Free Cholesterol to Total-Lipids in IDL percentage
LA%,0.92 [0.89-0.94],0.001,**,Linoleic Acid to Total-Fatty Acids percentage
Val,0.92 [0.89-0.94],0.001,**,Valine
Total-BCAA,0.91 [0.89-0.94],5.214e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.91 [0.89-0.94],2.773e-04,***,Leucine
Creatinine,0.90 [0.87-0.92],4.838e-08,***,Creatinine
XL-HDL-FC%,0.90 [0.87-0.92],1.202e-07,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C%,0.89 [0.87-0.92],1.740e-10,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.89 [0.87-0.91],2.456e-11,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-C%,0.87 [0.85-0.90],1.378e-13,***,Cholesterol to Total-Lipids in Very Large HDL percentage
