Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.37 [1.33-1.41],4.065e-96,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.36 [1.32-1.40],5.160e-92,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.35 [1.31-1.39],1.326e-83,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.34 [1.30-1.38],2.865e-86,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.30 [1.26-1.34],1.821e-60,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.28 [1.24-1.32],2.303e-47,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.27 [1.24-1.31],3.823e-53,***,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-TG%,1.27 [1.23-1.31],6.502e-47,***,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,1.27 [1.23-1.31],1.698e-48,***,Glycoprotein Acetyls
M-VLDL-TG%,1.25 [1.21-1.29],3.452e-41,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.24 [1.21-1.28],2.569e-43,***,Triglycerides to Total-Lipids in Small LDL percentage
Creatinine,1.22 [1.19-1.26],1.346e-41,***,Creatinine
M-HDL-PL%,1.22 [1.19-1.26],4.823e-35,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.19 [1.16-1.23],1.146e-27,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,1.17 [1.13-1.21],2.246e-13,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-PL%,1.17 [1.13-1.20],2.478e-18,***,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.16 [1.13-1.20],3.167e-16,***,Triglycerides to Total-Lipids in Small HDL percentage
Omega-6/Omega-3,1.12 [1.09-1.16],1.737e-08,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-TG%,1.12 [1.09-1.15],8.405e-08,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.12 [1.08-1.15],1.278e-07,***,Triglycerides to Phosphoglycerides ratio
M-HDL-TG%,1.12 [1.08-1.15],6.819e-07,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.11 [1.08-1.14],8.432e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-PL%,1.11 [1.07-1.15],2.033e-04,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,1.09 [1.06-1.12],0.005,**,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-TG%,1.09 [1.06-1.12],0.011,*,Triglycerides to Total-Lipids in Very Large HDL percentage
L-VLDL-C,0.92 [0.89-0.95],0.031,*,Cholesterol in Large VLDL
S-VLDL-P,0.92 [0.89-0.95],0.023,*,Concentration of Small VLDL Particles
Leu,0.92 [0.89-0.95],0.012,*,Leucine
LDL-size,0.92 [0.89-0.94],7.907e-04,***,Average Diameter for LDL Particles
HDL-size,0.92 [0.89-0.95],0.041,*,Average Diameter for HDL Particles
XL-VLDL-PL%,0.92 [0.89-0.94],4.742e-04,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
Total-BCAA,0.92 [0.89-0.94],0.006,**,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
His,0.91 [0.89-0.94],7.595e-04,***,Histidine
VLDL-L,0.91 [0.88-0.94],2.925e-04,***,Total-Lipids in VLDL
XL-HDL-PL,0.91 [0.88-0.94],0.002,**,Phospholipids in Very Large HDL
XXL-VLDL-CE%,0.90 [0.88-0.93],9.367e-05,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Val,0.90 [0.87-0.93],1.995e-05,***,Valine
L-VLDL-C%,0.89 [0.87-0.92],6.271e-08,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-L,0.89 [0.87-0.92],1.802e-07,***,Total-Lipids in Small VLDL
VLDL-PL,0.89 [0.87-0.92],9.472e-08,***,Phospholipids in VLDL
M-HDL-CE%,0.89 [0.87-0.92],6.793e-09,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-CE,0.89 [0.87-0.92],1.049e-07,***,Cholesteryl Esters in Large VLDL
XL-HDL-FC,0.89 [0.86-0.92],7.697e-07,***,Free Cholesterol in Very Large HDL
XL-VLDL-CE,0.89 [0.86-0.92],1.808e-08,***,Cholesteryl Esters in Very Large VLDL
ApoB/ApoA1,0.89 [0.86-0.92],3.978e-09,***,Apolipoprotein B to Apolipoprotein A1 ratio
SFA,0.89 [0.86-0.92],1.971e-09,***,Saturated Fatty Acids
S-HDL-CE%,0.89 [0.86-0.91],3.467e-10,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XS-VLDL-PL,0.89 [0.86-0.91],7.740e-10,***,Phospholipids in Very Small VLDL
XL-VLDL-FC%,0.88 [0.86-0.91],4.075e-09,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-FC%,0.88 [0.86-0.91],5.616e-13,***,Free Cholesterol to Total-Lipids in IDL percentage
