Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,2.59 [2.45-2.74],4.808e-247,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-VLDL-TG%,2.59 [2.49-2.70],0.000e+00,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,2.55 [2.44-2.66],0.000e+00,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,2.54 [2.45-2.64],0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,2.29 [2.21-2.37],0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,2.09 [2.02-2.16],0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.94 [1.88-2.00],0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.93 [1.86-1.99],3.516e-298,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.90 [1.84-1.96],0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.70 [1.65-1.77],1.912e-185,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-FC%,1.70 [1.64-1.76],5.735e-199,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,1.68 [1.63-1.74],1.258e-187,***,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-TG%,1.63 [1.57-1.70],1.122e-130,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-TG%,1.62 [1.57-1.68],9.343e-172,***,Triglycerides to Total-Lipids in Small LDL percentage
M-LDL-PL%,1.57 [1.51-1.63],1.165e-111,***,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.52 [1.47-1.58],5.474e-128,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,1.52 [1.46-1.58],2.000e-92,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Creatinine,1.49 [1.44-1.53],7.971e-139,***,Creatinine
