Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.85 [1.71-2.01],2.375e-46,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.85 [1.71-2.00],3.612e-48,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.85 [1.68-2.03],9.000e-33,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.83 [1.70-1.98],2.911e-50,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.83 [1.68-1.99],3.086e-38,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.74 [1.59-1.90],3.630e-28,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.73 [1.60-1.87],2.731e-36,***,Triglycerides to Total-Lipids in Small LDL percentage
GlycA,1.68 [1.55-1.82],3.034e-30,***,Glycoprotein Acetyls
XL-VLDL-TG%,1.60 [1.43-1.78],5.183e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
MUFA%,1.54 [1.41-1.68],7.688e-17,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.50 [1.38-1.63],2.018e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.50 [1.38-1.63],5.267e-16,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-PL%,1.45 [1.33-1.57],8.155e-13,***,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.39 [1.27-1.52],4.257e-08,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.35 [1.24-1.47],3.194e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.32 [1.21-1.43],5.677e-05,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG%,1.32 [1.20-1.44],2.734e-04,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-TG,1.31 [1.21-1.42],3.036e-06,***,Triglycerides in Medium HDL
HDL-TG,1.30 [1.21-1.41],7.896e-06,***,Triglycerides in HDL
XL-HDL-TG%,1.30 [1.19-1.41],4.633e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.30 [1.20-1.41],8.385e-05,***,Triglycerides in Small HDL
Gly,1.29 [1.19-1.39],2.112e-05,***,Glycine
L-HDL-TG%,1.28 [1.17-1.39],0.006,**,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-TG,1.25 [1.16-1.35],0.004,**,Triglycerides in Large HDL
XS-VLDL-TG,1.24 [1.14-1.34],0.035,*,Triglycerides in Very Small VLDL
Total-PL,0.80 [0.74-0.87],0.042,*,Total-Phospholipids in Lipoprotein Particles
PUFA,0.80 [0.73-0.87],0.022,*,Polyunsaturated Fatty Acids
LDL-size,0.79 [0.73-0.85],0.002,**,Average Diameter for LDL Particles
XS-VLDL-P,0.79 [0.72-0.86],0.032,*,Concentration of Very Small VLDL Particles
M-HDL-CE%,0.78 [0.72-0.84],1.596e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Total-L,0.77 [0.71-0.84],7.536e-05,***,Total-Lipids in Lipoprotein Particles
DHA%,0.76 [0.70-0.83],2.986e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-C%,0.76 [0.70-0.83],1.042e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
