Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.51 [1.41-1.61],3.027e-31,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,1.48 [1.41-1.56],1.873e-45,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-L,1.48 [1.41-1.55],6.960e-56,***,Total-Lipids in HDL
HDL-PL,1.47 [1.41-1.54],3.911e-56,***,Phospholipids in HDL
L-HDL-L,1.47 [1.41-1.54],1.849e-57,***,Total-Lipids in Large HDL
L-HDL-PL,1.46 [1.40-1.53],3.074e-58,***,Phospholipids in Large HDL
HDL-FC,1.45 [1.39-1.51],5.018e-57,***,Free Cholesterol in HDL
HDL-C,1.45 [1.38-1.52],3.329e-51,***,HDL Cholesterol
HDL-size,1.44 [1.38-1.51],3.616e-52,***,Average Diameter for HDL Particles
HDL-CE,1.43 [1.37-1.50],4.125e-48,***,Cholesteryl Esters in HDL
L-HDL-C,1.43 [1.37-1.50],6.401e-51,***,Cholesterol in Large HDL
ApoA1,1.43 [1.36-1.49],7.167e-48,***,Apolipoprotein A1
M-HDL-FC,1.42 [1.36-1.49],5.253e-51,***,Free Cholesterol in Medium HDL
L-HDL-FC,1.42 [1.36-1.48],1.124e-53,***,Free Cholesterol in Large HDL
L-HDL-CE,1.42 [1.36-1.48],6.576e-49,***,Cholesteryl Esters in Large HDL
M-HDL-L,1.42 [1.36-1.49],1.567e-45,***,Total-Lipids in Medium HDL
PC,1.42 [1.35-1.49],3.265e-43,***,Phosphatidylcholines
L-HDL-P,1.42 [1.36-1.48],2.639e-53,***,Concentration of Large HDL Particles
M-HDL-PL,1.41 [1.35-1.47],4.313e-45,***,Phospholipids in Medium HDL
M-HDL-C,1.41 [1.34-1.47],1.257e-43,***,Cholesterol in Medium HDL
M-HDL-P,1.40 [1.34-1.46],9.325e-47,***,Concentration of Medium HDL Particles
M-HDL-CE,1.39 [1.33-1.46],2.706e-41,***,Cholesteryl Esters in Medium HDL
Cholines,1.39 [1.32-1.45],1.471e-37,***,Total-Cholines
Phosphoglyc,1.39 [1.32-1.45],2.513e-37,***,Phosphoglycerides
L-HDL-FC%,1.37 [1.30-1.45],1.489e-22,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-PL,1.36 [1.30-1.42],2.158e-40,***,Phospholipids in Very Large HDL
XL-HDL-L,1.36 [1.30-1.42],4.979e-39,***,Total-Lipids in Very Large HDL
XL-HDL-CE,1.35 [1.29-1.40],3.726e-37,***,Cholesteryl Esters in Very Large HDL
HDL-P,1.34 [1.28-1.40],1.085e-33,***,Concentration of HDL Particles
Total-P,1.34 [1.28-1.40],3.234e-32,***,Total-Concentration of Lipoprotein Particles
XL-HDL-P,1.34 [1.28-1.39],6.198e-37,***,Concentration of Very Large HDL Particles
