Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,"0.114 [0.100,0.127]",1.441e-56,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,"0.112 [0.098,0.126]",2.844e-54,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,"0.104 [0.091,0.118]",1.822e-49,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,"0.095 [0.081,0.109]",1.050e-36,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,"0.093 [0.079,0.108]",5.771e-34,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,"0.090 [0.076,0.103]",4.457e-35,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,"0.087 [0.073,0.100]",3.166e-32,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,"0.079 [0.065,0.093]",9.715e-25,***,Triglycerides to Total-Lipids in Medium VLDL percentage
GlycA,"0.078 [0.065,0.092]",4.758e-25,***,Glycoprotein Acetyls
M-HDL-PL%,"0.077 [0.062,0.091]",2.313e-22,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,"0.077 [0.063,0.090]",3.040e-24,***,Triglycerides to Total-Lipids in Small VLDL percentage
L-HDL-PL%,"0.075 [0.061,0.089]",2.396e-22,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-TG%,"0.066 [0.052,0.080]",1.202e-16,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-TG%,"0.058 [0.043,0.072]",3.371e-12,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,"0.057 [0.043,0.071]",1.914e-12,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,"0.057 [0.043,0.071]",8.094e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,"0.056 [0.041,0.070]",2.804e-11,***,Triglycerides to Total-Lipids in Large HDL percentage
