Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.13 [1.11-1.16],7.664e-30,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.13 [1.11-1.15],1.018e-26,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.12 [1.10-1.15],7.043e-24,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.12 [1.10-1.15],8.042e-20,***,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.11 [1.09-1.13],7.639e-22,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.10 [1.08-1.12],3.903e-17,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.10 [1.07-1.12],4.123e-12,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,1.10 [1.07-1.12],1.388e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.10 [1.07-1.12],5.938e-15,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-PL%,1.09 [1.07-1.12],1.515e-11,***,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,1.09 [1.06-1.11],4.830e-10,***,Glycoprotein Acetyls
XL-HDL-TG%,1.09 [1.06-1.11],1.170e-09,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.08 [1.06-1.10],1.606e-09,***,Triglycerides in Small HDL
XL-VLDL-TG%,1.08 [1.06-1.10],1.734e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,1.08 [1.05-1.10],2.610e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.08 [1.05-1.10],2.058e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-TG,1.07 [1.05-1.09],4.763e-08,***,Triglycerides in Medium HDL
S-HDL-TG%,1.07 [1.05-1.09],2.939e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-TG,1.07 [1.05-1.09],3.525e-07,***,Triglycerides in Very Small VLDL
HDL-TG,1.07 [1.05-1.09],2.303e-06,***,Triglycerides in HDL
M-HDL-TG%,1.07 [1.05-1.09],6.822e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
IDL-TG,1.06 [1.04-1.08],2.924e-05,***,Triglycerides in IDL
TG/PG,1.06 [1.04-1.09],0.004,**,Triglycerides to Phosphoglycerides ratio
L-LDL-TG,1.06 [1.04-1.08],3.664e-04,***,Triglycerides in Large LDL
S-VLDL-TG,1.06 [1.04-1.08],4.233e-04,***,Triglycerides in Small VLDL
LDL-TG,1.06 [1.04-1.08],8.248e-04,***,Triglycerides in LDL
