Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.19 [1.17-1.22],1.995e-48,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.19 [1.16-1.22],5.451e-46,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.18 [1.15-1.20],6.397e-34,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,1.17 [1.15-1.20],1.710e-37,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.17 [1.14-1.19],1.514e-38,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-TG%,1.15 [1.13-1.18],1.345e-31,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.15 [1.13-1.18],2.226e-29,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.15 [1.12-1.18],1.368e-25,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.15 [1.12-1.17],1.835e-28,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,1.15 [1.12-1.18],2.479e-22,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.14 [1.11-1.17],5.231e-22,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.12 [1.10-1.15],1.158e-18,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.12 [1.09-1.14],3.292e-15,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-TG%,1.11 [1.09-1.14],1.868e-13,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,1.10 [1.08-1.13],1.872e-10,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG%,1.10 [1.08-1.13],6.200e-12,***,Triglycerides to Total-Lipids in Small HDL percentage
S-HDL-TG,1.10 [1.08-1.13],3.068e-13,***,Triglycerides in Small HDL
TG/PG,1.10 [1.07-1.12],1.120e-08,***,Triglycerides to Phosphoglycerides ratio
M-HDL-TG%,1.10 [1.07-1.12],1.574e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-TG,1.09 [1.07-1.11],9.569e-11,***,Triglycerides in Medium HDL
S-HDL-PL%,1.09 [1.06-1.11],1.214e-07,***,Phospholipids to Total-Lipids in Small HDL percentage
