Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.21 [1.19-1.24],1.523e-78,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.21 [1.19-1.23],4.730e-76,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.20 [1.18-1.23],1.019e-71,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.19 [1.17-1.21],1.182e-70,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.19 [1.16-1.21],2.523e-57,***,Glycoprotein Acetyls
XS-VLDL-TG%,1.16 [1.13-1.18],3.041e-41,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.15 [1.13-1.17],3.856e-44,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,1.15 [1.13-1.17],1.689e-34,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.15 [1.12-1.17],3.532e-31,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.15 [1.12-1.17],6.085e-39,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.12 [1.10-1.14],3.958e-25,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.11 [1.09-1.13],8.815e-20,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-PL%,1.11 [1.08-1.13],5.077e-15,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.11 [1.08-1.13],1.160e-18,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-TG%,1.09 [1.07-1.11],7.048e-12,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.09 [1.07-1.11],1.256e-09,***,Triglycerides to Total-Lipids in Large HDL percentage
Creatinine,1.09 [1.06-1.11],1.263e-06,***,Creatinine
TG/PG,1.08 [1.06-1.10],7.039e-07,***,Triglycerides to Phosphoglycerides ratio
Omega-6/Omega-3,1.07 [1.05-1.09],2.007e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-TG%,1.07 [1.04-1.09],3.885e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
