Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.14 [1.11-1.16],1.025e-22,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.13 [1.11-1.16],4.780e-21,***,Triglycerides to Total-Lipids in IDL percentage
Creatinine,1.13 [1.10-1.16],2.303e-14,***,Creatinine
XS-VLDL-PL%,1.13 [1.10-1.16],2.555e-20,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.13 [1.10-1.16],1.993e-20,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.13 [1.10-1.15],6.343e-17,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.12 [1.09-1.15],1.824e-16,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.11 [1.09-1.14],1.310e-12,***,Triglycerides to Total-Lipids in Large HDL percentage
MUFA%,1.11 [1.09-1.14],5.258e-12,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.11 [1.08-1.13],1.720e-14,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.11 [1.08-1.13],1.422e-13,***,Phospholipids to Total-Lipids in Large VLDL percentage
TG/PG,1.10 [1.07-1.12],2.999e-08,***,Triglycerides to Phosphoglycerides ratio
S-LDL-TG%,1.09 [1.07-1.12],5.876e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.09 [1.06-1.11],5.885e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG,1.09 [1.06-1.11],6.911e-09,***,Triglycerides in Very Small VLDL
IDL-TG,1.08 [1.06-1.11],2.230e-08,***,Triglycerides in IDL
XL-HDL-TG%,1.08 [1.06-1.11],4.847e-06,***,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.08 [1.06-1.10],2.858e-07,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG,1.08 [1.06-1.10],2.880e-06,***,Triglycerides in Large LDL
XL-HDL-FC%,1.08 [1.05-1.11],0.010,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.08 [1.05-1.10],6.007e-06,***,Triglycerides in Small HDL
LDL-TG,1.08 [1.05-1.10],2.208e-05,***,Triglycerides in LDL
M-LDL-TG,1.07 [1.05-1.09],6.329e-04,***,Triglycerides in Medium LDL
Citrate,1.07 [1.04-1.09],9.173e-04,***,Citrate
S-LDL-TG,1.06 [1.04-1.09],0.044,*,Triglycerides in Small LDL
L-VLDL-FC%,1.06 [1.04-1.08],0.030,*,Free Cholesterol to Total-Lipids in Large VLDL percentage
Total-CE,0.94 [0.92-0.96],0.030,*,Total-Esterified Cholesterol
DHA,0.94 [0.92-0.96],0.027,*,Docosahexaenoic Acid
SM,0.94 [0.92-0.96],0.016,*,Sphingomyelins
