Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.85 [1.73-1.98],2.268e-66,***,Saturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL,1.77 [1.66-1.89],1.923e-62,***,Phospholipids in Medium HDL
M-HDL-L,1.77 [1.65-1.89],8.403e-55,***,Total-Lipids in Medium HDL
S-HDL-PL,1.69 [1.59-1.80],1.628e-56,***,Phospholipids in Small HDL
HDL-PL,1.69 [1.58-1.81],2.246e-43,***,Phospholipids in HDL
ApoA1,1.66 [1.55-1.78],6.837e-42,***,Apolipoprotein A1
M-HDL-C,1.66 [1.55-1.78],1.016e-42,***,Cholesterol in Medium HDL
M-HDL-CE,1.65 [1.54-1.76],3.363e-42,***,Cholesteryl Esters in Medium HDL
S-HDL-L,1.64 [1.54-1.75],1.341e-46,***,Total-Lipids in Small HDL
M-HDL-P,1.64 [1.54-1.75],9.849e-50,***,Concentration of Medium HDL Particles
HDL-L,1.64 [1.52-1.76],3.202e-35,***,Total-Lipids in HDL
M-HDL-FC,1.63 [1.52-1.73],1.961e-44,***,Free Cholesterol in Medium HDL
HDL-P,1.58 [1.48-1.68],1.530e-40,***,Concentration of HDL Particles
S-HDL-FC,1.56 [1.46-1.66],5.928e-38,***,Free Cholesterol in Small HDL
Phosphoglyc,1.54 [1.43-1.66],1.861e-26,***,Phosphoglycerides
Total-P,1.54 [1.44-1.64],1.001e-33,***,Total-Concentration of Lipoprotein Particles
PC,1.53 [1.43-1.65],1.205e-25,***,Phosphatidylcholines
S-HDL-C,1.49 [1.40-1.59],2.876e-29,***,Cholesterol in Small HDL
HDL-C,1.48 [1.37-1.59],1.054e-20,***,HDL Cholesterol
SFA,1.47 [1.38-1.58],2.280e-23,***,Saturated Fatty Acids
Cholines,1.47 [1.37-1.58],1.235e-19,***,Total-Cholines
HDL-FC,1.47 [1.37-1.57],2.242e-23,***,Free Cholesterol in HDL
S-HDL-P,1.46 [1.37-1.56],1.228e-27,***,Concentration of Small HDL Particles
HDL-CE,1.46 [1.36-1.57],2.190e-19,***,Cholesteryl Esters in HDL
S-HDL-PL%,1.46 [1.36-1.56],2.617e-21,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-PL%,1.45 [1.35-1.56],5.583e-19,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-CE,1.44 [1.35-1.54],5.447e-24,***,Cholesteryl Esters in Small HDL
M-HDL-TG,1.41 [1.33-1.50],4.086e-25,***,Triglycerides in Medium HDL
L-LDL-TG%,1.41 [1.32-1.51],8.294e-18,***,Triglycerides to Total-Lipids in Large LDL percentage
Total-PL,1.39 [1.30-1.50],9.858e-14,***,Total-Phospholipids in Lipoprotein Particles
M-LDL-TG%,1.38 [1.29-1.47],2.297e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-TG,1.35 [1.28-1.44],1.630e-17,***,Triglycerides in HDL
S-LDL-TG%,1.34 [1.26-1.43],6.187e-13,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA,1.34 [1.25-1.43],1.902e-11,***,Monounsaturated Fatty Acids
L-HDL-PL,1.34 [1.25-1.43],7.106e-11,***,Phospholipids in Large HDL
XL-VLDL-TG%,1.34 [1.24-1.44],4.408e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
MUFA%,1.33 [1.24-1.43],1.032e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-TG%,1.32 [1.23-1.42],5.216e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.32 [1.23-1.41],8.574e-10,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG,1.31 [1.23-1.39],6.676e-13,***,Triglycerides in Large LDL
L-HDL-TG,1.31 [1.23-1.39],3.238e-13,***,Triglycerides in Large HDL
Total-FA,1.30 [1.21-1.40],5.305e-08,***,Total-Fatty Acids
IDL-TG,1.30 [1.22-1.38],6.988e-12,***,Triglycerides in IDL
LDL-TG,1.28 [1.21-1.37],7.802e-10,***,Triglycerides in LDL
S-HDL-TG,1.28 [1.20-1.36],1.367e-08,***,Triglycerides in Small HDL
L-HDL-L,1.28 [1.19-1.37],1.302e-05,***,Total-Lipids in Large HDL
M-HDL-FC%,1.26 [1.16-1.37],0.020,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-VLDL-TG%,1.25 [1.16-1.34],1.891e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG,1.24 [1.17-1.32],3.648e-06,***,Triglycerides in Medium LDL
XS-VLDL-TG,1.23 [1.16-1.31],8.520e-06,***,Triglycerides in Very Small VLDL
SM,1.23 [1.15-1.32],0.001,**,Sphingomyelins
M-VLDL-TG%,1.22 [1.14-1.31],0.008,**,Triglycerides to Total-Lipids in Medium VLDL percentage
Acetone,1.21 [1.14-1.29],2.272e-04,***,Acetone
