Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.12 [1.10-1.14],1.840e-22,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,1.11 [1.09-1.13],3.347e-20,***,Glycoprotein Acetyls
XS-VLDL-TG%,1.09 [1.07-1.11],1.569e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.09 [1.07-1.11],5.555e-12,***,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.09 [1.06-1.11],2.584e-09,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.08 [1.06-1.10],8.075e-10,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,1.08 [1.06-1.11],6.554e-07,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-VLDL-TG%,1.08 [1.06-1.10],6.386e-11,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.08 [1.06-1.10],2.141e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-LDL-TG%,1.08 [1.06-1.10],2.563e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
TG/PG,1.08 [1.05-1.10],3.869e-07,***,Triglycerides to Phosphoglycerides ratio
XS-VLDL-PL%,1.07 [1.05-1.09],1.241e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,1.07 [1.05-1.09],2.346e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-size,1.07 [1.05-1.09],4.997e-05,***,Average Diameter for VLDL Particles
S-HDL-TG%,1.07 [1.05-1.09],5.566e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.07 [1.05-1.08],5.995e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.06 [1.05-1.09],1.354e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,1.06 [1.04-1.08],4.533e-05,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,1.06 [1.04-1.08],8.010e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG,1.06 [1.04-1.08],3.258e-04,***,Triglycerides in Small HDL
M-HDL-TG%,1.06 [1.04-1.08],0.003,**,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.05 [1.03-1.07],0.004,**,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-TG,1.05 [1.03-1.07],0.038,*,Triglycerides in Very Large VLDL
XS-VLDL-CE,0.95 [0.93-0.97],0.011,*,Cholesteryl Esters in Very Small VLDL
L-LDL-FC,0.95 [0.93-0.97],0.008,**,Free Cholesterol in Large LDL
Total-C,0.95 [0.93-0.97],0.011,*,Total-Cholesterol
IDL-PL,0.95 [0.93-0.97],0.003,**,Phospholipids in IDL
Omega-3,0.95 [0.93-0.97],0.006,**,Omega-3 Fatty Acids
S-LDL-FC%,0.95 [0.93-0.97],0.003,**,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.95 [0.93-0.97],0.011,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-L,0.95 [0.93-0.96],0.002,**,Total-Lipids in IDL
Total-CE,0.95 [0.93-0.96],0.003,**,Total-Esterified Cholesterol
IDL-CE,0.94 [0.93-0.96],2.567e-04,***,Cholesteryl Esters in IDL
IDL-C,0.94 [0.92-0.96],3.802e-05,***,Cholesterol in IDL
L-VLDL-CE%,0.94 [0.92-0.96],7.108e-05,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-VLDL-C%,0.94 [0.92-0.96],2.610e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
HDL-L,0.94 [0.92-0.96],5.478e-04,***,Total-Lipids in HDL
S-HDL-FC%,0.94 [0.92-0.96],1.750e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-VLDL-CE%,0.94 [0.92-0.96],1.426e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-LDL-C%,0.94 [0.92-0.95],5.922e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,0.94 [0.92-0.96],1.644e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-C%,0.94 [0.92-0.96],2.322e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-FC,0.94 [0.92-0.95],4.265e-07,***,Free Cholesterol in IDL
M-LDL-FC%,0.94 [0.92-0.95],9.607e-06,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,0.94 [0.92-0.95],1.498e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-C%,0.94 [0.92-0.95],6.995e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-C%,0.94 [0.92-0.95],6.033e-07,***,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-PL%,0.93 [0.91-0.95],2.208e-04,***,Phospholipids to Total-Lipids in Very Large HDL percentage
