Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.36 [1.26-1.48],4.411e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.35 [1.24-1.45],2.832e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.31 [1.21-1.42],6.462e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.28 [1.18-1.39],8.243e-04,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.22 [1.13-1.33],0.242,,Phospholipids to Total-Lipids in IDL percentage
VLDL-C,0.80 [0.74-0.87],0.030,*,VLDL Cholesterol
VLDL-CE,0.80 [0.74-0.87],0.022,*,Cholesteryl Esters in VLDL
S-VLDL-PL,0.80 [0.73-0.87],0.027,*,Phospholipids in Small VLDL
IDL-P,0.79 [0.73-0.86],0.005,**,Concentration of IDL Particles
IDL-L,0.79 [0.73-0.86],0.007,**,Total-Lipids in IDL
IDL-FC,0.79 [0.73-0.86],0.006,**,Free Cholesterol in IDL
Albumin,0.79 [0.73-0.85],7.311e-04,***,Albumin
L-LDL-P,0.79 [0.73-0.86],0.006,**,Concentration of Large LDL Particles
Omega-3,0.79 [0.72-0.86],0.026,*,Omega-3 Fatty Acids
IDL-C%,0.79 [0.73-0.85],9.284e-05,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-PL,0.78 [0.72-0.85],0.001,**,Phospholipids in Small LDL
S-VLDL-FC,0.78 [0.72-0.85],0.002,**,Free Cholesterol in Small VLDL
IDL-C,0.78 [0.72-0.85],4.818e-04,***,Cholesterol in IDL
IDL-CE%,0.78 [0.72-0.84],3.635e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Remnant-C,0.78 [0.72-0.84],2.733e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-CE,0.78 [0.72-0.84],3.270e-04,***,Cholesteryl Esters in IDL
Total-L,0.78 [0.72-0.85],8.665e-04,***,Total-Lipids in Lipoprotein Particles
ApoB,0.78 [0.72-0.84],2.614e-04,***,Apolipoprotein B
S-LDL-P,0.78 [0.72-0.84],8.945e-04,***,Concentration of Small LDL Particles
M-VLDL-L,0.78 [0.71-0.84],0.001,**,Total-Lipids in Medium VLDL
M-VLDL-PL,0.78 [0.71-0.84],6.933e-04,***,Phospholipids in Medium VLDL
M-VLDL-CE,0.77 [0.71-0.84],2.079e-04,***,Cholesteryl Esters in Medium VLDL
LDL-P,0.77 [0.71-0.84],3.902e-04,***,Concentration of LDL Particles
M-VLDL-FC,0.77 [0.71-0.84],3.137e-04,***,Free Cholesterol in Medium VLDL
M-VLDL-P,0.77 [0.71-0.84],5.567e-04,***,Concentration of Medium VLDL Particles
M-VLDL-C,0.77 [0.71-0.83],8.053e-05,***,Cholesterol in Medium VLDL
M-LDL-C%,0.77 [0.72-0.83],1.505e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C,0.77 [0.71-0.83],1.270e-04,***,Cholesterol in Small HDL
Total-FC,0.77 [0.71-0.83],5.964e-05,***,Total-Free Cholesterol
Total-C,0.76 [0.70-0.83],2.573e-05,***,Total-Cholesterol
S-HDL-CE,0.76 [0.70-0.83],3.197e-05,***,Cholesteryl Esters in Small HDL
Total-CE,0.76 [0.70-0.83],2.695e-05,***,Total-Esterified Cholesterol
S-HDL-P,0.76 [0.70-0.83],4.636e-05,***,Concentration of Small HDL Particles
Non-HDL-C,0.76 [0.70-0.82],3.730e-06,***,Total-Cholesterol Minus HDL-C
L-LDL-L,0.76 [0.70-0.82],6.862e-06,***,Total-Lipids in Large LDL
L-LDL-FC,0.76 [0.70-0.82],1.143e-05,***,Free Cholesterol in Large LDL
LA,0.76 [0.70-0.82],1.771e-05,***,Linoleic Acid
S-LDL-L,0.76 [0.70-0.82],1.033e-05,***,Total-Lipids in Small LDL
L-LDL-C%,0.76 [0.70-0.82],2.648e-06,***,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-FC,0.75 [0.70-0.82],1.821e-06,***,Free Cholesterol in Small LDL
LDL-L,0.75 [0.70-0.82],1.162e-06,***,Total-Lipids in LDL
L-LDL-C,0.75 [0.69-0.82],2.200e-06,***,Cholesterol in Large LDL
Omega-6,0.75 [0.69-0.82],1.613e-05,***,Omega-6 Fatty Acids
L-LDL-CE,0.75 [0.69-0.82],2.789e-06,***,Cholesteryl Esters in Large LDL
M-LDL-P,0.75 [0.69-0.82],9.758e-06,***,Concentration of Medium LDL Particles
LDL-FC,0.75 [0.69-0.81],1.136e-06,***,Free Cholesterol in LDL
L-LDL-PL,0.75 [0.69-0.81],1.168e-06,***,Phospholipids in Large LDL
Clinical LDL-C,0.75 [0.69-0.81],1.520e-07,***,Clinical LDL Cholesterol
LDL-PL,0.75 [0.69-0.81],7.000e-07,***,Phospholipids in LDL
LDL-C,0.75 [0.69-0.81],2.558e-07,***,LDL Cholesterol
LDL-CE,0.75 [0.69-0.81],4.097e-07,***,Cholesteryl Esters in LDL
S-LDL-CE,0.75 [0.69-0.81],2.736e-06,***,Cholesteryl Esters in Small LDL
S-LDL-C%,0.74 [0.69-0.80],1.619e-09,***,Cholesterol to Total-Lipids in Small LDL percentage
