Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.11 [1.10-1.13],8.096e-28,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.10 [1.08-1.12],2.700e-19,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,1.10 [1.08-1.11],4.247e-21,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.09 [1.07-1.11],5.520e-18,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.08 [1.07-1.10],1.371e-14,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.08 [1.06-1.10],4.045e-13,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.08 [1.06-1.10],7.027e-14,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.07 [1.06-1.09],6.306e-10,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,1.07 [1.05-1.09],3.929e-07,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-VLDL-TG%,1.07 [1.05-1.09],4.080e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,1.07 [1.05-1.09],7.785e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.07 [1.05-1.09],1.770e-09,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.06 [1.05-1.08],7.168e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.06 [1.04-1.08],2.902e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.06 [1.04-1.08],1.185e-04,***,Triglycerides to Phosphoglycerides ratio
L-HDL-TG%,1.06 [1.04-1.07],4.556e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
GlycA,1.05 [1.03-1.07],0.003,**,Glycoprotein Acetyls
M-HDL-TG%,1.05 [1.03-1.07],0.005,**,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-PL,0.96 [0.94-0.97],0.022,*,Phospholipids in Medium VLDL
S-VLDL-CE%,0.95 [0.94-0.97],0.004,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-FC%,0.95 [0.94-0.97],0.004,**,Free Cholesterol to Total-Lipids in Small LDL percentage
Total-FA,0.95 [0.94-0.97],0.009,**,Total-Fatty Acids
SFA,0.95 [0.94-0.97],0.011,*,Saturated Fatty Acids
XS-VLDL-FC%,0.95 [0.94-0.97],0.002,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-CE%,0.95 [0.94-0.97],0.003,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-HDL-CE%,0.95 [0.93-0.97],0.002,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
VLDL-CE,0.95 [0.94-0.97],3.349e-04,***,Cholesteryl Esters in VLDL
XS-VLDL-L,0.95 [0.93-0.97],4.761e-04,***,Total-Lipids in Very Small VLDL
XL-VLDL-C%,0.95 [0.93-0.97],0.002,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
Unsaturation,0.95 [0.93-0.97],0.002,**,Degree of Unsaturation
XS-VLDL-P,0.95 [0.93-0.96],1.779e-04,***,Concentration of Very Small VLDL Particles
XL-VLDL-CE%,0.95 [0.93-0.97],6.706e-04,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-VLDL-FC,0.95 [0.93-0.96],6.494e-05,***,Free Cholesterol in Medium VLDL
PUFA/MUFA,0.95 [0.93-0.97],0.002,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-VLDL-FC,0.95 [0.93-0.96],4.425e-05,***,Free Cholesterol in Small VLDL
