Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.49 [1.40-1.58],2.789e-34,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.40 [1.32-1.48],3.801e-25,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.39 [1.31-1.48],6.350e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.29 [1.21-1.36],3.797e-12,***,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-PL%,1.27 [1.20-1.34],1.929e-10,***,Phospholipids to Total-Lipids in IDL percentage
XL-HDL-FC%,1.24 [1.16-1.32],1.786e-05,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-TG%,1.19 [1.13-1.26],5.627e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.17 [1.11-1.24],0.014,*,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-PL,0.86 [0.81-0.91],0.039,*,Phospholipids in Small VLDL
VLDL-C,0.86 [0.81-0.91],0.020,*,VLDL Cholesterol
VLDL-CE,0.86 [0.81-0.91],0.019,*,Cholesteryl Esters in VLDL
S-LDL-FC,0.86 [0.81-0.90],0.018,*,Free Cholesterol in Small LDL
L-LDL-P,0.85 [0.80-0.90],0.013,*,Concentration of Large LDL Particles
IDL-P,0.85 [0.80-0.90],0.010,**,Concentration of IDL Particles
S-LDL-P,0.85 [0.80-0.90],0.007,**,Concentration of Small LDL Particles
M-VLDL-CE,0.85 [0.80-0.90],0.005,**,Cholesteryl Esters in Medium VLDL
S-VLDL-FC,0.85 [0.80-0.90],0.006,**,Free Cholesterol in Small VLDL
M-VLDL-P,0.84 [0.79-0.89],0.002,**,Concentration of Medium VLDL Particles
M-VLDL-L,0.84 [0.79-0.89],0.001,**,Total-Lipids in Medium VLDL
M-VLDL-C,0.84 [0.79-0.89],7.055e-04,***,Cholesterol in Medium VLDL
M-VLDL-PL,0.84 [0.79-0.89],0.001,**,Phospholipids in Medium VLDL
XS-VLDL-C,0.84 [0.79-0.89],0.001,**,Cholesterol in Very Small VLDL
M-VLDL-FC,0.84 [0.79-0.89],6.168e-04,***,Free Cholesterol in Medium VLDL
ApoB,0.84 [0.79-0.89],2.469e-04,***,Apolipoprotein B
XL-HDL-CE,0.84 [0.78-0.89],0.026,*,Cholesteryl Esters in Very Large HDL
LDL-P,0.83 [0.79-0.88],2.713e-04,***,Concentration of LDL Particles
S-LDL-L,0.83 [0.78-0.88],7.283e-05,***,Total-Lipids in Small LDL
XL-HDL-P,0.83 [0.78-0.88],0.005,**,Concentration of Very Large HDL Particles
XS-VLDL-CE,0.83 [0.78-0.88],1.072e-04,***,Cholesteryl Esters in Very Small VLDL
M-HDL-C%,0.82 [0.78-0.87],6.750e-06,***,Cholesterol to Total-Lipids in Medium HDL percentage
