Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.19 [1.14-1.25],1.632e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.15 [1.10-1.21],2.324e-04,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.15 [1.10-1.21],2.762e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-PL%,1.14 [1.09-1.19],0.007,**,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.14 [1.09-1.19],0.005,**,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-CE%,0.88 [0.85-0.92],0.017,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
LDL-FC,0.88 [0.84-0.93],0.047,*,Free Cholesterol in LDL
IDL-FC,0.88 [0.84-0.93],0.046,*,Free Cholesterol in IDL
M-LDL-C%,0.88 [0.84-0.92],0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC,0.88 [0.84-0.92],0.015,*,Free Cholesterol in Large LDL
Total-PL,0.88 [0.84-0.92],0.021,*,Total-Phospholipids in Lipoprotein Particles
S-HDL-C,0.88 [0.84-0.92],0.032,*,Cholesterol in Small HDL
PUFA,0.88 [0.84-0.92],0.011,*,Polyunsaturated Fatty Acids
IDL-C,0.88 [0.84-0.92],0.004,**,Cholesterol in IDL
IDL-CE,0.87 [0.84-0.92],0.003,**,Cholesteryl Esters in IDL
S-LDL-C%,0.87 [0.84-0.91],0.001,**,Cholesterol to Total-Lipids in Small LDL percentage
Total-C,0.87 [0.83-0.91],0.001,**,Total-Cholesterol
SM,0.87 [0.83-0.92],0.016,*,Sphingomyelins
Cholines,0.87 [0.83-0.91],0.007,**,Total-Cholines
M-HDL-CE,0.87 [0.83-0.92],0.029,*,Cholesteryl Esters in Medium HDL
Unsaturation,0.87 [0.83-0.91],0.004,**,Degree of Unsaturation
M-HDL-C,0.87 [0.82-0.91],0.020,*,Cholesterol in Medium HDL
Total-CE,0.87 [0.83-0.91],4.021e-04,***,Total-Esterified Cholesterol
IDL-C%,0.87 [0.83-0.91],1.490e-05,***,Cholesterol to Total-Lipids in IDL percentage
M-HDL-FC,0.87 [0.82-0.91],0.031,*,Free Cholesterol in Medium HDL
HDL-L,0.87 [0.82-0.91],0.020,*,Total-Lipids in HDL
L-LDL-C%,0.87 [0.83-0.90],7.010e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
ApoA1,0.87 [0.82-0.91],0.009,**,Apolipoprotein A1
IDL-CE%,0.86 [0.83-0.90],8.056e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
HDL-FC,0.86 [0.81-0.91],0.016,*,Free Cholesterol in HDL
HDL-P,0.86 [0.81-0.90],8.239e-04,***,Concentration of HDL Particles
M-HDL-FC%,0.86 [0.82-0.90],2.903e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-P,0.85 [0.81-0.90],1.682e-04,***,Total-Concentration of Lipoprotein Particles
HDL-CE,0.85 [0.81-0.90],0.002,**,Cholesteryl Esters in HDL
HDL-C,0.85 [0.81-0.90],0.001,**,HDL Cholesterol
