Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.11 [1.09-1.13],3.052e-22,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.11 [1.09-1.13],3.705e-20,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.11 [1.09-1.13],4.139e-20,***,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.10 [1.08-1.12],2.628e-16,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.10 [1.08-1.12],5.895e-17,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.10 [1.08-1.12],1.351e-17,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.10 [1.08-1.12],9.924e-16,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-PL%,1.09 [1.07-1.11],1.634e-11,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,1.09 [1.07-1.11],6.501e-12,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.08 [1.06-1.10],2.248e-10,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,1.07 [1.05-1.09],1.706e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
MUFA%,1.06 [1.04-1.08],0.001,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.06 [1.04-1.08],0.002,**,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.06 [1.04-1.08],0.009,**,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,1.06 [1.03-1.08],0.036,*,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.05 [1.03-1.07],0.040,*,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-C,0.95 [0.93-0.97],0.020,*,Cholesterol in Small VLDL
M-VLDL-PL,0.95 [0.93-0.97],0.019,*,Phospholipids in Medium VLDL
VLDL-C,0.95 [0.93-0.97],0.012,*,VLDL Cholesterol
XS-VLDL-P,0.95 [0.93-0.97],0.016,*,Concentration of Very Small VLDL Particles
M-HDL-CE%,0.95 [0.93-0.97],0.015,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-LDL-FC%,0.95 [0.93-0.96],0.002,**,Free Cholesterol to Total-Lipids in Small LDL percentage
PUFA/MUFA,0.95 [0.93-0.97],0.041,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
3-Hydroxybutyrate,0.95 [0.93-0.96],0.004,**,3-Hydroxybutyrate
PUFA,0.95 [0.93-0.96],0.002,**,Polyunsaturated Fatty Acids
XS-VLDL-FC,0.94 [0.93-0.96],9.770e-04,***,Free Cholesterol in Very Small VLDL
Phosphoglyc,0.94 [0.93-0.96],0.005,**,Phosphoglycerides
PC,0.94 [0.93-0.96],0.006,**,Phosphatidylcholines
XL-HDL-FC,0.94 [0.93-0.96],0.006,**,Free Cholesterol in Very Large HDL
XL-HDL-L,0.94 [0.92-0.96],0.018,*,Total-Lipids in Very Large HDL
L-HDL-L,0.94 [0.92-0.96],0.028,*,Total-Lipids in Large HDL
S-HDL-C%,0.94 [0.92-0.96],1.512e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-PL,0.94 [0.92-0.96],5.445e-05,***,Phospholipids in Small LDL
L-HDL-FC,0.94 [0.92-0.96],0.014,*,Free Cholesterol in Large HDL
HDL-P,0.94 [0.92-0.96],0.001,**,Concentration of HDL Particles
S-VLDL-FC,0.94 [0.92-0.96],5.121e-05,***,Free Cholesterol in Small VLDL
M-VLDL-FC,0.94 [0.92-0.96],3.713e-05,***,Free Cholesterol in Medium VLDL
S-LDL-P,0.94 [0.92-0.96],3.319e-05,***,Concentration of Small LDL Particles
VLDL-CE,0.94 [0.92-0.96],2.127e-05,***,Cholesteryl Esters in VLDL
L-HDL-P,0.94 [0.92-0.96],0.009,**,Concentration of Large HDL Particles
Omega-6,0.94 [0.92-0.96],3.331e-05,***,Omega-6 Fatty Acids
XL-HDL-P,0.94 [0.92-0.96],0.002,**,Concentration of Very Large HDL Particles
M-LDL-FC%,0.94 [0.92-0.96],4.567e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,0.94 [0.92-0.96],1.567e-05,***,Linoleic Acid
L-VLDL-C%,0.94 [0.92-0.96],1.216e-05,***,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-PL,0.94 [0.92-0.95],2.759e-06,***,Phospholipids in Medium LDL
M-LDL-CE,0.94 [0.92-0.95],2.920e-06,***,Cholesteryl Esters in Medium LDL
