Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.66 [1.46-1.88],6.615e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.66 [1.46-1.89],2.777e-09,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG%,1.59 [1.42-1.79],4.452e-10,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.55 [1.32-1.82],0.034,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,1.50 [1.35-1.67],1.378e-08,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.43 [1.29-1.59],5.003e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.42 [1.27-1.57],1.576e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.40 [1.25-1.56],7.365e-04,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.37 [1.22-1.53],0.007,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,1.35 [1.21-1.51],0.022,*,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-PL%,1.35 [1.22-1.49],0.002,**,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.78 [0.71-0.85],0.015,*,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,0.75 [0.69-0.81],9.559e-09,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.74 [0.67-0.82],8.098e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
MUFA,0.74 [0.66-0.83],0.042,*,Monounsaturated Fatty Acids
M-VLDL-TG,0.71 [0.63-0.80],0.015,*,Triglycerides in Medium VLDL
S-HDL-FC,0.71 [0.63-0.80],0.003,**,Free Cholesterol in Small HDL
XL-VLDL-PL,0.71 [0.62-0.81],0.043,*,Phospholipids in Very Large VLDL
L-VLDL-P,0.71 [0.62-0.81],0.037,*,Concentration of Large VLDL Particles
S-LDL-CE%,0.71 [0.64-0.79],2.601e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-VLDL-PL,0.71 [0.62-0.80],0.028,*,Phospholipids in Large VLDL
L-VLDL-L,0.71 [0.62-0.80],0.010,*,Total-Lipids in Large VLDL
XL-VLDL-PL%,0.71 [0.64-0.77],3.655e-08,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
LDL-TG,0.70 [0.62-0.80],0.021,*,Triglycerides in LDL
M-LDL-CE%,0.70 [0.63-0.79],7.234e-05,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-FC%,0.70 [0.65-0.76],2.311e-13,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-CE%,0.70 [0.64-0.78],1.570e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.70 [0.64-0.77],8.920e-10,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-TG,0.70 [0.61-0.80],0.023,*,Triglycerides in Very Large HDL
IDL-TG,0.70 [0.61-0.80],0.021,*,Triglycerides in IDL
Total-P,0.70 [0.61-0.79],0.005,**,Total-Concentration of Lipoprotein Particles
IDL-C%,0.70 [0.64-0.76],1.360e-09,***,Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,0.70 [0.64-0.76],4.271e-10,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.70 [0.63-0.76],8.555e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-TG,0.69 [0.61-0.79],0.006,**,Triglycerides in Large LDL
M-HDL-FC%,0.69 [0.62-0.76],2.401e-07,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-VLDL-FC,0.69 [0.60-0.78],0.003,**,Free Cholesterol in Very Large VLDL
