Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.24 [1.18-1.31],2.368e-11,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.24 [1.18-1.31],1.211e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.24 [1.17-1.31],1.645e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.23 [1.16-1.31],2.308e-06,***,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-TG%,1.23 [1.17-1.29],4.075e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.22 [1.15-1.30],2.742e-06,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,1.22 [1.15-1.29],2.936e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,1.22 [1.15-1.29],1.366e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.21 [1.15-1.28],3.255e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.21 [1.14-1.28],2.814e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,1.20 [1.14-1.27],5.240e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.20 [1.13-1.26],6.151e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.17 [1.11-1.24],0.006,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.16 [1.10-1.23],0.006,**,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.16 [1.10-1.22],0.002,**,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.88 [0.85-0.92],0.013,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,0.88 [0.83-0.92],0.039,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.86 [0.82-0.91],8.020e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-L,0.86 [0.82-0.91],0.046,*,Total-Lipids in Small HDL
Omega-3%,0.86 [0.82-0.91],0.047,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.86 [0.83-0.90],3.553e-05,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.86 [0.82-0.91],0.027,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-CE%,0.86 [0.82-0.91],0.005,**,Cholesteryl Esters to Total-Lipids in Small HDL percentage
DHA%,0.86 [0.82-0.91],0.008,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-FC%,0.86 [0.82-0.90],4.503e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-FC%,0.86 [0.82-0.90],4.985e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.86 [0.81-0.90],8.588e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-C%,0.86 [0.82-0.90],8.923e-05,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.86 [0.82-0.90],4.296e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
LA,0.86 [0.81-0.90],0.002,**,Linoleic Acid
XS-VLDL-C,0.86 [0.81-0.91],0.033,*,Cholesterol in Very Small VLDL
M-HDL-CE%,0.85 [0.81-0.90],2.617e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-CE,0.85 [0.81-0.90],0.003,**,Cholesteryl Esters in Medium LDL
L-HDL-C%,0.85 [0.82-0.89],1.501e-06,***,Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-FC,0.85 [0.81-0.90],0.005,**,Free Cholesterol in Small HDL
Total-L,0.85 [0.81-0.90],1.916e-04,***,Total-Lipids in Lipoprotein Particles
S-LDL-CE,0.85 [0.81-0.90],0.002,**,Cholesteryl Esters in Small LDL
S-LDL-C%,0.85 [0.81-0.89],2.957e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.85 [0.81-0.89],1.081e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
ApoB,0.85 [0.80-0.90],6.417e-04,***,Apolipoprotein B
S-HDL-C%,0.85 [0.81-0.89],1.261e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
HDL-PL,0.85 [0.80-0.90],0.036,*,Phospholipids in HDL
M-LDL-L,0.85 [0.80-0.89],2.256e-04,***,Total-Lipids in Medium LDL
Remnant-C,0.85 [0.80-0.89],1.079e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-L,0.84 [0.80-0.89],2.452e-04,***,Total-Lipids in Small LDL
LDL-size,0.84 [0.80-0.89],3.100e-05,***,Average Diameter for LDL Particles
LDL-P,0.84 [0.80-0.89],5.331e-04,***,Concentration of LDL Particles
XS-VLDL-C%,0.84 [0.80-0.88],5.609e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-C,0.84 [0.80-0.89],6.232e-05,***,Cholesterol in Medium LDL
Omega-3,0.84 [0.79-0.89],0.001,**,Omega-3 Fatty Acids
XS-VLDL-CE,0.84 [0.79-0.89],9.594e-04,***,Cholesteryl Esters in Very Small VLDL
XS-VLDL-CE%,0.84 [0.80-0.88],1.238e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Phosphoglyc,0.84 [0.79-0.88],3.670e-05,***,Phosphoglycerides
M-HDL-P,0.84 [0.78-0.89],0.008,**,Concentration of Medium HDL Particles
S-LDL-PL,0.84 [0.79-0.88],4.208e-05,***,Phospholipids in Small LDL
M-VLDL-C,0.84 [0.79-0.88],7.069e-05,***,Cholesterol in Medium VLDL
S-LDL-C,0.83 [0.79-0.88],2.560e-05,***,Cholesterol in Small LDL
Omega-6,0.83 [0.79-0.88],5.653e-06,***,Omega-6 Fatty Acids
Non-HDL-C,0.83 [0.79-0.88],1.056e-06,***,Total-Cholesterol Minus HDL-C
M-LDL-PL,0.83 [0.79-0.88],1.698e-05,***,Phospholipids in Medium LDL
ApoA1,0.83 [0.78-0.88],4.544e-04,***,Apolipoprotein A1
LDL-L,0.83 [0.79-0.87],3.778e-07,***,Total-Lipids in LDL
LDL-CE,0.83 [0.79-0.87],5.950e-07,***,Cholesteryl Esters in LDL
IDL-C%,0.83 [0.79-0.87],3.988e-10,***,Cholesterol to Total-Lipids in IDL percentage
PC,0.83 [0.78-0.87],7.030e-06,***,Phosphatidylcholines
Total-PL,0.83 [0.78-0.87],9.591e-07,***,Total-Phospholipids in Lipoprotein Particles
L-LDL-P,0.83 [0.78-0.88],1.146e-05,***,Concentration of Large LDL Particles
M-HDL-C%,0.83 [0.78-0.87],1.317e-07,***,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-L,0.83 [0.77-0.88],3.947e-04,***,Total-Lipids in HDL
S-HDL-P,0.82 [0.78-0.87],3.627e-06,***,Concentration of Small HDL Particles
Unsaturation,0.82 [0.78-0.87],3.782e-07,***,Degree of Unsaturation
LDL-C,0.82 [0.78-0.87],4.453e-08,***,LDL Cholesterol
Cholines,0.82 [0.78-0.87],4.916e-07,***,Total-Cholines
IDL-P,0.82 [0.77-0.87],3.515e-06,***,Concentration of IDL Particles
PUFA,0.82 [0.78-0.87],1.045e-07,***,Polyunsaturated Fatty Acids
S-VLDL-FC%,0.82 [0.78-0.86],5.649e-09,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-FC,0.82 [0.77-0.87],4.466e-04,***,Free Cholesterol in Medium HDL
S-HDL-C,0.82 [0.77-0.87],2.682e-07,***,Cholesterol in Small HDL
M-HDL-C,0.82 [0.77-0.87],5.669e-05,***,Cholesterol in Medium HDL
L-LDL-L,0.82 [0.78-0.86],1.477e-08,***,Total-Lipids in Large LDL
M-HDL-CE,0.82 [0.77-0.87],4.889e-05,***,Cholesteryl Esters in Medium HDL
Clinical LDL-C,0.82 [0.78-0.86],2.817e-09,***,Clinical LDL Cholesterol
M-HDL-FC%,0.82 [0.77-0.86],2.811e-08,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
LDL-PL,0.82 [0.77-0.86],5.149e-08,***,Phospholipids in LDL
M-VLDL-CE,0.82 [0.77-0.86],4.481e-07,***,Cholesteryl Esters in Medium VLDL
IDL-CE%,0.82 [0.78-0.86],1.011e-11,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-FC,0.81 [0.77-0.86],1.191e-08,***,Total-Free Cholesterol
L-LDL-CE,0.81 [0.77-0.86],9.731e-09,***,Cholesteryl Esters in Large LDL
IDL-PL,0.81 [0.77-0.86],2.484e-07,***,Phospholipids in IDL
L-LDL-C%,0.81 [0.77-0.85],5.342e-12,***,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-CE,0.81 [0.77-0.86],5.718e-08,***,Cholesteryl Esters in Small HDL
IDL-L,0.81 [0.77-0.86],5.554e-09,***,Total-Lipids in IDL
L-LDL-C,0.81 [0.77-0.85],1.635e-09,***,Cholesterol in Large LDL
S-LDL-FC,0.81 [0.76-0.85],5.900e-09,***,Free Cholesterol in Small LDL
M-LDL-FC,0.81 [0.76-0.85],4.765e-09,***,Free Cholesterol in Medium LDL
L-LDL-PL,0.81 [0.76-0.85],2.272e-09,***,Phospholipids in Large LDL
Total-C,0.80 [0.76-0.85],4.000e-11,***,Total-Cholesterol
IDL-FC,0.80 [0.76-0.85],5.717e-09,***,Free Cholesterol in IDL
