Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.29 [1.26-1.32],3.257e-98,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.28 [1.25-1.31],9.222e-82,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.27 [1.24-1.30],3.352e-88,***,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-TG%,1.27 [1.24-1.30],1.546e-63,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.27 [1.24-1.30],1.897e-64,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.26 [1.23-1.29],1.602e-80,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.23 [1.20-1.26],1.437e-55,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.22 [1.19-1.24],6.540e-59,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,1.21 [1.18-1.25],2.442e-27,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-PL%,1.21 [1.18-1.24],1.301e-48,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.18 [1.15-1.20],2.019e-35,***,Triglycerides to Total-Lipids in Small LDL percentage
S-LDL-PL%,1.17 [1.15-1.20],4.156e-31,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.15 [1.12-1.18],9.627e-25,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,1.13 [1.09-1.16],4.338e-10,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,1.11 [1.08-1.15],1.723e-09,***,Triglycerides to Total-Lipids in Large VLDL percentage
MUFA%,1.11 [1.08-1.13],3.428e-10,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,1.10 [1.07-1.13],1.911e-07,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,1.09 [1.07-1.12],1.096e-06,***,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.09 [1.06-1.11],1.552e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
