Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.51 [1.38-1.66],2.786e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.50 [1.36-1.66],1.255e-09,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.48 [1.34-1.64],4.232e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG%,1.44 [1.26-1.65],0.038,*,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-TG%,1.44 [1.32-1.56],2.753e-12,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.37 [1.26-1.49],1.133e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.36 [1.25-1.49],1.573e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.34 [1.23-1.45],1.166e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.28 [1.19-1.39],7.976e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.28 [1.18-1.40],0.001,**,Phospholipids to Total-Lipids in IDL percentage
Total-FA,0.80 [0.73-0.87],0.027,*,Total-Fatty Acids
M-VLDL-CE%,0.80 [0.75-0.85],7.617e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-LDL-CE%,0.79 [0.72-0.86],0.026,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA%,0.78 [0.72-0.85],0.003,**,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-FC%,0.78 [0.73-0.84],1.952e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,0.78 [0.72-0.84],3.621e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-L,0.77 [0.70-0.85],0.019,*,Total-Lipids in Small VLDL
XL-VLDL-PL%,0.76 [0.70-0.84],0.005,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,0.76 [0.71-0.82],1.005e-08,***,Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-PL,0.76 [0.69-0.83],0.002,**,Phospholipids in VLDL
L-HDL-FC%,0.76 [0.71-0.80],1.076e-13,***,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-P,0.75 [0.68-0.83],0.005,**,Total-Concentration of Lipoprotein Particles
S-VLDL-CE%,0.75 [0.69-0.81],6.625e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-VLDL-CE,0.75 [0.67-0.83],0.004,**,Cholesteryl Esters in Large VLDL
M-HDL-FC%,0.75 [0.68-0.81],2.368e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
