Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XXL-VLDL-TG%,0.0073,0.0103,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0108,0.0103,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0060,0.0088,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0085,0.0081,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-VLDL-L,0.0093,0.0077,Total-Lipids in Medium VLDL
XXL-VLDL-PL%,0.0068,0.0074,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA,0.0057,0.0073,Monounsaturated Fatty Acids
IDL-PL%,0.0088,0.0072,Phospholipids to Total-Lipids in IDL percentage
SM,0.0060,0.0068,Sphingomyelins
Citrate,0.0098,0.0067,Citrate
L-HDL-PL%,0.0108,0.0061,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-FC%,0.0038,0.0060,Free Cholesterol to Total-Lipids in Small HDL percentage
Ile,0.0060,0.0057,Isoleucine
XL-HDL-PL%,0.0025,0.0056,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-C,0.0045,0.0055,Cholesterol in Small HDL
XXL-VLDL-C,0.0033,0.0052,Cholesterol in Chylomicrons and Extremely Large VLDL
Leu,0.0060,0.0052,Leucine
Omega-3%,0.0032,0.0046,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,0.0032,0.0044,Phospholipids to Total-Lipids in Large VLDL percentage
Glu-lactate,0.0042,0.0043,Glucose-lactate
Omega-6/Omega-3,0.0093,0.0043,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
GlycA,0.0017,0.0042,Glycoprotein Acetyls
L-LDL-PL%,0.0028,0.0041,Phospholipids to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0057,0.0038,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-CE%,0.0020,0.0037,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG%,0.0030,0.0036,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-FC%,0.0013,0.0032,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-CE%,0.0018,0.0030,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-C%,0.0015,0.0030,Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,0.0020,0.0029,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,0.0010,0.0027,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,0.0017,0.0025,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0017,0.0022,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-C%,0.0030,0.0019,Cholesterol to Total-Lipids in Medium HDL percentage
Unsaturation,0.0028,0.0017,Degree of Unsaturation
M-VLDL-TG%,0.0007,0.0017,Triglycerides to Total-Lipids in Medium VLDL percentage
L-LDL-CE%,0.0015,0.0015,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-CE%,0.0005,0.0012,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0010,0.0010,Cholesterol to Total-Lipids in Very Large HDL percentage
LA,0.0007,0.0010,Linoleic Acid
XL-HDL-CE,0.0003,0.0007,Cholesteryl Esters in Very Large HDL
XS-VLDL-L,0.0003,0.0007,Total-Lipids in Very Small VLDL
XL-HDL-PL,0.0005,0.0006,Phospholipids in Very Large HDL
