Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gln,0.0608,0.0575,Glutamine
Acetate,0.0528,0.0504,Acetate
Creatinine,0.0487,0.0497,Creatinine
Pyruvate,0.0615,0.0449,Pyruvate
Acetoacetate,0.0383,0.0421,Acetoacetate
IDL-CE%,0.0388,0.0369,Cholesteryl Esters to Total-Lipids in IDL percentage
Lactate,0.0418,0.0335,Lactate
Gly,0.0325,0.0332,Glycine
Glu,0.0218,0.0312,Glucose
Sc-ala,0.0220,0.0301,Spectrometer-corrected alanine
LA%,0.0332,0.0301,Linoleic Acid to Total-Fatty Acids percentage
Val,0.0417,0.0266,Valine
Acetone,0.0177,0.0265,Acetone
Ala,0.0312,0.0259,Alanine
IDL-C%,0.0223,0.0242,Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0258,0.0230,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,0.0277,0.0216,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0213,0.0204,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-FC%,0.0180,0.0203,Free Cholesterol to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0122,0.0192,3-Hydroxybutyrate
LDL-size,0.0158,0.0178,Average Diameter for LDL Particles
Tyr,0.0098,0.0175,Tyrosine
His,0.0085,0.0153,Histidine
Omega-6,0.0255,0.0148,Omega-6 Fatty Acids
XL-HDL-TG,0.0127,0.0142,Triglycerides in Very Large HDL
Phe,0.0093,0.0131,Phenylalanine
XL-HDL-CE%,0.0088,0.0126,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.0183,0.0124,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Albumin,0.0107,0.0124,Albumin
M-LDL-C%,0.0140,0.0119,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-P,0.0083,0.0117,Concentration of HDL Particles
S-HDL-PL%,0.0145,0.0106,Phospholipids to Total-Lipids in Small HDL percentage
