Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.1222,0.1991,Glycoprotein Acetyls
Creatinine,0.1527,0.1495,Creatinine
Gly,0.1305,0.1293,Glycine
Citrate,0.0913,0.0960,Citrate
XL-HDL-PL%,0.0680,0.0710,Phospholipids to Total-Lipids in Very Large HDL percentage
Albumin,0.0708,0.0571,Albumin
XL-HDL-C%,0.0390,0.0448,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-TG,0.0312,0.0334,Triglycerides in IDL
L-LDL-C%,0.0387,0.0326,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-TG%,0.0307,0.0263,Triglycerides to Total-Lipids in Large LDL percentage
His,0.0282,0.0224,Histidine
Leu,0.0237,0.0205,Leucine
LA%,0.0303,0.0191,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-C,0.0153,0.0136,Cholesterol in Very Small VLDL
IDL-CE%,0.0207,0.0131,Cholesteryl Esters to Total-Lipids in IDL percentage
VLDL-size,0.0140,0.0125,Average Diameter for VLDL Particles
S-HDL-CE%,0.0145,0.0118,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Total-BCAA,0.0137,0.0061,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-CE%,0.0063,0.0056,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Tyr,0.0055,0.0046,Tyrosine
IDL-C%,0.0062,0.0041,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC,0.0070,0.0040,Free Cholesterol in Very Large HDL
L-LDL-TG,0.0040,0.0030,Triglycerides in Large LDL
L-LDL-PL%,0.0047,0.0029,Phospholipids to Total-Lipids in Large LDL percentage
IDL-TG%,0.0038,0.0028,Triglycerides to Total-Lipids in IDL percentage
L-HDL-TG,0.0033,0.0020,Triglycerides in Large HDL
L-LDL-CE%,0.0030,0.0018,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ile,0.0033,0.0014,Isoleucine
XXL-VLDL-PL%,0.0028,0.0014,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0025,0.0013,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-C%,0.0017,0.0011,Cholesterol to Total-Lipids in Large HDL percentage
MUFA%,0.0025,0.0011,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,0.0013,0.0009,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-6/Omega-3,0.0017,0.0008,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Gln,0.0017,0.0008,Glutamine
XS-VLDL-FC%,0.0012,0.0007,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-PL,0.0003,0.0003,Phospholipids in Very Large HDL
ApoB/ApoA1,0.0005,0.0003,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-CE,0.0005,0.0003,Cholesteryl Esters in Small HDL
Sc-ala,0.0005,0.0003,Spectrometer-corrected alanine
XL-VLDL-PL%,0.0003,0.0002,Phospholipids to Total-Lipids in Very Large VLDL percentage
