Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2848,0.2632,Glycoprotein Acetyls
Leu,0.1125,0.1277,Leucine
XL-HDL-C%,0.0585,0.1120,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.0520,0.1062,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Creatinine,0.0617,0.0562,Creatinine
Albumin,0.0537,0.0436,Albumin
S-HDL-PL%,0.0490,0.0421,Phospholipids to Total-Lipids in Small HDL percentage
Val,0.0427,0.0383,Valine
Gly,0.0458,0.0269,Glycine
Total-BCAA,0.0263,0.0231,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-PL%,0.0267,0.0227,Phospholipids to Total-Lipids in Very Large HDL percentage
HDL-PL,0.0225,0.0174,Phospholipids in HDL
IDL-PL%,0.0188,0.0153,Phospholipids to Total-Lipids in IDL percentage
Tyr,0.0178,0.0121,Tyrosine
L-VLDL-FC,0.0107,0.0097,Free Cholesterol in Large VLDL
His,0.0130,0.0096,Histidine
LA%,0.0118,0.0064,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-P,0.0085,0.0060,Concentration of Very Large HDL Particles
Acetone,0.0072,0.0059,Acetone
L-VLDL-L,0.0058,0.0057,Total-Lipids in Large VLDL
L-LDL-CE%,0.0077,0.0057,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Sc-ala,0.0045,0.0050,Spectrometer-corrected alanine
Omega-6/Omega-3,0.0073,0.0045,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
3-Hydroxybutyrate,0.0083,0.0043,3-Hydroxybutyrate
L-VLDL-CE%,0.0048,0.0038,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,0.0052,0.0030,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-CE%,0.0038,0.0029,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-P,0.0033,0.0028,Concentration of Medium HDL Particles
L-VLDL-TG,0.0020,0.0021,Triglycerides in Large VLDL
Acetoacetate,0.0023,0.0018,Acetoacetate
Glu-lactate,0.0020,0.0016,Glucose-lactate
Citrate,0.0032,0.0015,Citrate
L-HDL-TG,0.0022,0.0015,Triglycerides in Large HDL
Phe,0.0020,0.0014,Phenylalanine
IDL-CE%,0.0022,0.0014,Cholesteryl Esters to Total-Lipids in IDL percentage
Acetate,0.0023,0.0014,Acetate
XXL-VLDL-FC%,0.0010,0.0008,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-TG,0.0012,0.0007,Triglycerides in IDL
L-LDL-TG,0.0010,0.0006,Triglycerides in Large LDL
S-HDL-CE,0.0005,0.0006,Cholesteryl Esters in Small HDL
Glu,0.0008,0.0005,Glucose
SFA%,0.0008,0.0005,Saturated Fatty Acids to Total-Fatty Acids percentage
LDL-size,0.0005,0.0004,Average Diameter for LDL Particles
XXL-VLDL-CE%,0.0005,0.0003,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gln,0.0003,0.0002,Glutamine
Ala,0.0002,0.0002,Alanine
PUFA%,0.0002,7.9936e-05,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
