Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2727,0.5594,Creatinine
Gly,0.2245,0.1460,Glycine
Omega-3,0.0863,0.1210,Omega-3 Fatty Acids
Gln,0.0677,0.0281,Glutamine
M-LDL-TG,0.0372,0.0280,Triglycerides in Medium LDL
Acetone,0.0508,0.0264,Acetone
Omega-6/Omega-3,0.0227,0.0126,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-FC,0.0425,0.0120,Free Cholesterol in Large HDL
IDL-FC%,0.0190,0.0105,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-PL,0.0315,0.0100,Phospholipids in Very Large HDL
Pyruvate,0.0208,0.0098,Pyruvate
Phe,0.0103,0.0056,Phenylalanine
L-HDL-FC%,0.0212,0.0052,Free Cholesterol to Total-Lipids in Large HDL percentage
LDL-size,0.0198,0.0041,Average Diameter for LDL Particles
Omega-3%,0.0073,0.0033,Omega-3 Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0092,0.0030,3-Hydroxybutyrate
GlycA,0.0068,0.0028,Glycoprotein Acetyls
Ile,0.0102,0.0022,Isoleucine
Tyr,0.0075,0.0020,Tyrosine
IDL-FC,0.0035,0.0017,Free Cholesterol in IDL
VLDL-size,0.0058,0.0011,Average Diameter for VLDL Particles
IDL-TG,0.0030,0.0011,Triglycerides in IDL
S-LDL-FC%,0.0022,0.0006,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-FC%,0.0010,0.0004,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Sc-ala,0.0010,0.0004,Spectrometer-corrected alanine
XS-VLDL-CE%,0.0025,0.0004,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Citrate,0.0023,0.0003,Citrate
S-VLDL-FC%,0.0025,0.0003,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-CE%,0.0013,0.0003,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu,0.0013,0.0003,Glucose
Acetate,0.0018,0.0002,Acetate
Albumin,0.0005,0.0002,Albumin
L-HDL-PL%,0.0010,0.0002,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in Very Large HDL percentage
His,0.0005,0.0001,Histidine
XL-HDL-PL%,0.0002,0.0001,Phospholipids to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE%,0.0003,9.8770e-05,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,0.0003,9.2429e-05,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL%,0.0003,6.1956e-05,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,0.0002,1.0580e-05,Alanine
