Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1825,0.1671,Creatinine
M-HDL-FC%,0.0753,0.1109,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-CE,0.0487,0.0976,Cholesteryl Esters in HDL
XS-VLDL-PL%,0.0490,0.0635,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,0.0665,0.0599,Glycoprotein Acetyls
IDL-CE%,0.0562,0.0506,Cholesteryl Esters to Total-Lipids in IDL percentage
Omega-6,0.0500,0.0494,Omega-6 Fatty Acids
Albumin,0.0463,0.0419,Albumin
L-LDL-C%,0.0258,0.0283,Cholesterol to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0388,0.0262,3-Hydroxybutyrate
Acetone,0.0493,0.0205,Acetone
IDL-FC%,0.0135,0.0177,Free Cholesterol to Total-Lipids in IDL percentage
S-LDL-CE%,0.0127,0.0169,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Acetate,0.0168,0.0167,Acetate
PUFA,0.0153,0.0166,Polyunsaturated Fatty Acids
SFA%,0.0220,0.0147,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetoacetate,0.0288,0.0143,Acetoacetate
Gly,0.0117,0.0143,Glycine
Pyruvate,0.0135,0.0134,Pyruvate
HDL-FC,0.0093,0.0132,Free Cholesterol in HDL
L-HDL-P,0.0165,0.0128,Concentration of Large HDL Particles
Total-P,0.0058,0.0088,Total-Concentration of Lipoprotein Particles
XS-VLDL-CE%,0.0085,0.0080,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Phe,0.0075,0.0075,Phenylalanine
LA,0.0078,0.0061,Linoleic Acid
Glu,0.0072,0.0058,Glucose
Gln,0.0063,0.0055,Glutamine
M-LDL-TG%,0.0048,0.0049,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,0.0042,0.0047,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,0.0043,0.0045,Phospholipids to Total-Lipids in IDL percentage
L-LDL-PL%,0.0058,0.0044,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-TG,0.0038,0.0040,Triglycerides in Medium HDL
L-HDL-CE%,0.0112,0.0039,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,0.0030,0.0034,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-CE%,0.0032,0.0033,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0043,0.0032,Free Cholesterol in Very Large HDL
L-VLDL-PL%,0.0018,0.0031,Phospholipids to Total-Lipids in Large VLDL percentage
XL-VLDL-FC%,0.0033,0.0031,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-FC%,0.0032,0.0027,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Ala,0.0040,0.0026,Alanine
L-HDL-TG,0.0022,0.0025,Triglycerides in Large HDL
XL-VLDL-PL%,0.0028,0.0025,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE%,0.0018,0.0024,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0022,0.0022,Citrate
Leu,0.0043,0.0022,Leucine
IDL-CE,0.0025,0.0021,Cholesteryl Esters in IDL
L-HDL-PL%,0.0033,0.0021,Phospholipids to Total-Lipids in Large HDL percentage
Ile,0.0020,0.0020,Isoleucine
Unsaturation,0.0025,0.0019,Degree of Unsaturation
M-LDL-PL%,0.0020,0.0019,Phospholipids to Total-Lipids in Medium LDL percentage
Lactate,0.0007,0.0019,Lactate
Tyr,0.0010,0.0018,Tyrosine
M-LDL-TG,0.0012,0.0017,Triglycerides in Medium LDL
Glu-lactate,0.0018,0.0016,Glucose-lactate
LDL-size,0.0008,0.0015,Average Diameter for LDL Particles
L-HDL-FC%,0.0025,0.0015,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-FC,0.0005,0.0014,Free Cholesterol in Small HDL
HDL-TG,0.0018,0.0013,Triglycerides in HDL
LA%,0.0017,0.0012,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.0030,0.0012,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Clinical_LDL-C,0.0010,0.0011,
Omega-6/Omega-3,0.0012,0.0010,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-CE%,0.0008,0.0008,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0013,0.0008,Free Cholesterol to Total-Lipids in Small HDL percentage
Sc-ala,0.0007,0.0007,Spectrometer-corrected alanine
Total-BCAA,0.0010,0.0006,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
DHA%,0.0013,0.0006,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-C%,0.0010,0.0006,Cholesterol to Total-Lipids in Medium LDL percentage
His,0.0007,0.0005,Histidine
HDL-size,0.0003,0.0004,Average Diameter for HDL Particles
L-HDL-FC,0.0007,0.0003,Free Cholesterol in Large HDL
S-HDL-CE%,0.0005,0.0002,Cholesteryl Esters to Total-Lipids in Small HDL percentage
