Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LDL-size,0.1183,0.0745,Average Diameter for LDL Particles
Tyr,0.0823,0.0680,Tyrosine
Albumin,0.0808,0.0610,Albumin
3-Hydroxybutyrate,0.0570,0.0496,3-Hydroxybutyrate
Acetone,0.0565,0.0494,Acetone
Ile,0.0450,0.0447,Isoleucine
M-LDL-C%,0.0192,0.0408,Cholesterol to Total-Lipids in Medium LDL percentage
Sc-ala,0.0265,0.0399,Spectrometer-corrected alanine
Acetate,0.0393,0.0392,Acetate
XXL-VLDL-PL%,0.0475,0.0385,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gln,0.0220,0.0358,Glutamine
L-HDL-TG,0.0400,0.0336,Triglycerides in Large HDL
XXL-VLDL-CE%,0.0237,0.0237,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG%,0.0207,0.0225,Triglycerides to Total-Lipids in Large HDL percentage
Lactate,0.0168,0.0213,Lactate
Citrate,0.0142,0.0204,Citrate
Val,0.0082,0.0195,Valine
L-LDL-PL%,0.0182,0.0187,Phospholipids to Total-Lipids in Large LDL percentage
Leu,0.0113,0.0168,Leucine
Pyruvate,0.0120,0.0162,Pyruvate
Creatinine,0.0202,0.0153,Creatinine
Gly,0.0128,0.0149,Glycine
GlycA,0.0140,0.0142,Glycoprotein Acetyls
His,0.0115,0.0139,Histidine
L-HDL-PL,0.0128,0.0118,Phospholipids in Large HDL
Ala,0.0067,0.0109,Alanine
S-HDL-C%,0.0107,0.0107,Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-C%,0.0057,0.0107,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-CE%,0.0063,0.0097,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-TG,0.0070,0.0093,Triglycerides in Medium HDL
Total-BCAA,0.0047,0.0088,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
SFA%,0.0082,0.0082,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG,0.0133,0.0081,Triglycerides in Very Large HDL
Glu-lactate,0.0125,0.0079,Glucose-lactate
S-HDL-FC%,0.0052,0.0077,Free Cholesterol to Total-Lipids in Small HDL percentage
ApoA1,0.0032,0.0075,Apolipoprotein A1
M-HDL-PL,0.0052,0.0068,Phospholipids in Medium HDL
IDL-FC%,0.0053,0.0066,Free Cholesterol to Total-Lipids in IDL percentage
L-VLDL-CE%,0.0052,0.0061,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-CE%,0.0072,0.0061,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Acetoacetate,0.0052,0.0059,Acetoacetate
Phe,0.0067,0.0057,Phenylalanine
LA%,0.0043,0.0042,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-C%,0.0027,0.0040,Cholesterol to Total-Lipids in Large HDL percentage
IDL-PL%,0.0030,0.0037,Phospholipids to Total-Lipids in IDL percentage
HDL-FC,0.0018,0.0035,Free Cholesterol in HDL
XS-VLDL-C%,0.0032,0.0033,Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-C%,0.0045,0.0033,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-PL%,0.0015,0.0032,Phospholipids to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,0.0025,0.0031,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0027,0.0030,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-CE%,0.0018,0.0027,Cholesteryl Esters to Total-Lipids in IDL percentage
XXL-VLDL-C%,0.0022,0.0025,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA,0.0015,0.0023,Docosahexaenoic Acid
M-LDL-CE%,0.0020,0.0022,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Glu,0.0040,0.0021,Glucose
XL-VLDL-CE%,0.0008,0.0021,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,0.0023,0.0017,Cholesterol to Total-Lipids in Large VLDL percentage
IDL-P,0.0008,0.0014,Concentration of IDL Particles
L-VLDL-PL%,0.0015,0.0012,Phospholipids to Total-Lipids in Large VLDL percentage
ApoB/ApoA1,0.0005,0.0012,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-CE%,0.0018,0.0012,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Total-FC,0.0012,0.0011,Total-Free Cholesterol
S-LDL-P,0.0012,0.0011,Concentration of Small LDL Particles
XXL-VLDL-FC%,0.0005,0.0010,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-CE,0.0005,0.0010,Cholesteryl Esters in VLDL
XXL-VLDL-TG%,0.0003,0.0009,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-size,0.0002,0.0006,Average Diameter for VLDL Particles
Omega-3%,0.0008,0.0005,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0007,0.0004,Free Cholesterol to Total-Lipids in Large VLDL percentage
MUFA,0.0002,0.0004,Monounsaturated Fatty Acids
M-VLDL-TG,0.0002,9.0837e-05,Triglycerides in Medium VLDL
