Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.0690,0.0614,Glycoprotein Acetyls
S-HDL-PL%,0.0567,0.0498,Phospholipids to Total-Lipids in Small HDL percentage
HDL-P,0.0758,0.0494,Concentration of HDL Particles
Pyruvate,0.0413,0.0429,Pyruvate
Acetate,0.0599,0.0396,Acetate
IDL-PL%,0.0243,0.0391,Phospholipids to Total-Lipids in IDL percentage
Lactate,0.0307,0.0386,Lactate
Glu-lactate,0.0264,0.0362,Glucose-lactate
Albumin,0.0460,0.0350,Albumin
M-LDL-PL%,0.0272,0.0349,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,0.0443,0.0335,Glycine
M-LDL-CE%,0.0259,0.0305,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
His,0.0415,0.0284,Histidine
Gln,0.0204,0.0283,Glutamine
LDL-size,0.0187,0.0267,Average Diameter for LDL Particles
Acetoacetate,0.0187,0.0254,Acetoacetate
L-LDL-PL%,0.0253,0.0242,Phospholipids to Total-Lipids in Large LDL percentage
Phe,0.0270,0.0239,Phenylalanine
Glu,0.0253,0.0214,Glucose
Val,0.0155,0.0203,Valine
Citrate,0.0228,0.0197,Citrate
Tyr,0.0178,0.0195,Tyrosine
IDL-FC%,0.0118,0.0170,Free Cholesterol to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0137,0.0149,3-Hydroxybutyrate
XXL-VLDL-PL%,0.0132,0.0144,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0147,0.0130,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0073,0.0106,Free Cholesterol to Total-Lipids in Large VLDL percentage
LA%,0.0093,0.0102,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-C%,0.0052,0.0095,Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.0055,0.0095,Docosahexaenoic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0153,0.0087,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,0.0047,0.0079,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-FC,0.0097,0.0078,Free Cholesterol in Large HDL
L-LDL-CE%,0.0052,0.0072,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-VLDL-CE,0.0043,0.0071,Cholesteryl Esters in Medium VLDL
XL-HDL-TG,0.0050,0.0071,Triglycerides in Very Large HDL
Sc-ala,0.0047,0.0069,Spectrometer-corrected alanine
S-HDL-FC%,0.0048,0.0069,Free Cholesterol to Total-Lipids in Small HDL percentage
MUFA%,0.0102,0.0068,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0055,0.0066,Isoleucine
Acetone,0.0052,0.0064,Acetone
XXL-VLDL-CE%,0.0067,0.0058,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0030,0.0055,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Creatinine,0.0035,0.0053,Creatinine
M-HDL-FC%,0.0067,0.0050,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,0.0082,0.0047,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Ala,0.0028,0.0047,Alanine
XL-HDL-CE%,0.0062,0.0046,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,0.0038,0.0045,Phospholipids to Total-Lipids in Medium HDL percentage
DHA,0.0033,0.0040,Docosahexaenoic Acid
XL-HDL-C%,0.0048,0.0040,Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL,0.0012,0.0038,Phospholipids in Very Small VLDL
M-LDL-FC%,0.0055,0.0036,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-FA,0.0018,0.0035,Total-Fatty Acids
IDL-C,0.0022,0.0032,Cholesterol in IDL
XXL-VLDL-TG%,0.0015,0.0031,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0015,0.0029,Leucine
S-LDL-PL%,0.0012,0.0029,Phospholipids to Total-Lipids in Small LDL percentage
Cholines,0.0023,0.0028,Total-Cholines
S-LDL-FC,0.0017,0.0027,Free Cholesterol in Small LDL
Omega-6/Omega-3,0.0022,0.0025,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-6%,0.0012,0.0022,Omega-6 Fatty Acids to Total-Fatty Acids percentage
HDL-C,0.0018,0.0020,HDL Cholesterol
ApoB/ApoA1,0.0020,0.0020,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-CE%,0.0023,0.0015,Cholesteryl Esters to Total-Lipids in IDL percentage
Total-CE,0.0010,0.0014,Total-Esterified Cholesterol
L-VLDL-TG%,0.0017,0.0011,Triglycerides to Total-Lipids in Large VLDL percentage
VLDL-size,0.0020,0.0011,Average Diameter for VLDL Particles
M-VLDL-L,0.0003,0.0008,Total-Lipids in Medium VLDL
Omega-3,0.0007,0.0008,Omega-3 Fatty Acids
XL-HDL-PL%,0.0010,0.0006,Phospholipids to Total-Lipids in Very Large HDL percentage
XXL-VLDL-C%,0.0002,0.0004,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
