Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA,0.1062,0.0889,Linoleic Acid
Albumin,0.0552,0.0493,Albumin
GlycA,0.0512,0.0462,Glycoprotein Acetyls
Acetoacetate,0.0275,0.0437,Acetoacetate
3-Hydroxybutyrate,0.0278,0.0401,3-Hydroxybutyrate
Pyruvate,0.0562,0.0399,Pyruvate
L-LDL-PL%,0.0507,0.0376,Phospholipids to Total-Lipids in Large LDL percentage
Creatinine,0.0477,0.0347,Creatinine
Glu-lactate,0.0352,0.0336,Glucose-lactate
Ala,0.0205,0.0306,Alanine
Glu,0.0140,0.0293,Glucose
His,0.0290,0.0266,Histidine
Citrate,0.0130,0.0254,Citrate
L-LDL-CE%,0.0150,0.0249,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Gly,0.0218,0.0247,Glycine
S-HDL-FC%,0.0233,0.0247,Free Cholesterol to Total-Lipids in Small HDL percentage
Acetate,0.0420,0.0223,Acetate
Sc-ala,0.0237,0.0215,Spectrometer-corrected alanine
S-HDL-PL%,0.0143,0.0205,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,0.0238,0.0202,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0173,0.0202,Phenylalanine
Ile,0.0155,0.0195,Isoleucine
Lactate,0.0182,0.0172,Lactate
SFA%,0.0098,0.0163,Saturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0128,0.0153,Linoleic Acid to Total-Fatty Acids percentage
Tyr,0.0115,0.0131,Tyrosine
Gln,0.0163,0.0128,Glutamine
M-LDL-PL%,0.0093,0.0116,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-FC%,0.0080,0.0114,Free Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-C%,0.0090,0.0083,Cholesterol to Total-Lipids in IDL percentage
Total-BCAA,0.0057,0.0083,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Acetone,0.0043,0.0081,Acetone
Val,0.0070,0.0079,Valine
L-HDL-PL%,0.0102,0.0078,Phospholipids to Total-Lipids in Large HDL percentage
Leu,0.0060,0.0074,Leucine
S-HDL-CE,0.0123,0.0073,Cholesteryl Esters in Small HDL
L-LDL-C%,0.0033,0.0069,Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-C,0.0082,0.0065,Cholesterol in Small HDL
LDL-size,0.0065,0.0062,Average Diameter for LDL Particles
XXL-VLDL-P,0.0042,0.0062,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-VLDL-TG%,0.0092,0.0060,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-PL%,0.0075,0.0054,Phospholipids to Total-Lipids in IDL percentage
M-LDL-C%,0.0035,0.0049,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.0027,0.0046,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.0057,0.0045,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0037,0.0045,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-TG,0.0035,0.0043,Triglycerides in Small HDL
L-VLDL-C%,0.0088,0.0042,Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-PL%,0.0013,0.0041,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-L,0.0037,0.0039,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-LDL-FC%,0.0018,0.0039,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.0050,0.0037,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
MUFA%,0.0063,0.0036,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,0.0037,0.0036,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-P,0.0050,0.0035,Concentration of IDL Particles
XXL-VLDL-FC%,0.0022,0.0033,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
HDL-size,0.0013,0.0031,Average Diameter for HDL Particles
M-VLDL-CE%,0.0042,0.0030,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Omega-3%,0.0037,0.0027,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-FC,0.0035,0.0026,Free Cholesterol in Small VLDL
S-LDL-CE%,0.0028,0.0025,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Omega-6%,0.0030,0.0022,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-C%,0.0023,0.0017,Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-FC%,0.0005,0.0017,Free Cholesterol to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE%,0.0008,0.0017,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-C%,0.0028,0.0016,Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,0.0007,0.0015,Triglycerides to Phosphoglycerides ratio
L-HDL-TG,0.0020,0.0013,Triglycerides in Large HDL
XL-HDL-TG%,0.0025,0.0012,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-FC,0.0012,0.0009,Free Cholesterol in Very Large HDL
S-LDL-C%,0.0005,0.0007,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.0012,0.0004,Cholesteryl Esters to Total-Lipids in IDL percentage
