Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
M-VLDL-CE,0.0102,0.0066,Cholesteryl Esters in Medium VLDL
IDL-C%,0.0062,0.0066,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-TG,0.0057,0.0063,Triglycerides in Medium VLDL
SFA%,0.0052,0.0058,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0035,0.0047,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-FC,0.0082,0.0047,Free Cholesterol in Small VLDL
L-LDL-CE%,0.0057,0.0042,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-PL%,0.0038,0.0042,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-TG%,0.0042,0.0040,Triglycerides to Total-Lipids in Large VLDL percentage
L-LDL-PL%,0.0028,0.0039,Phospholipids to Total-Lipids in Large LDL percentage
PUFA%,0.0037,0.0039,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0038,0.0037,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-PL%,0.0027,0.0037,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,0.0032,0.0036,Triglycerides to Total-Lipids in Small HDL percentage
Omega-6%,0.0030,0.0035,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-C%,0.0037,0.0035,Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-FC%,0.0047,0.0034,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-3,0.0050,0.0034,Omega-3 Fatty Acids
MUFA%,0.0033,0.0033,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-FC%,0.0043,0.0029,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-FC%,0.0038,0.0026,Free Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-C%,0.0017,0.0026,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-FC,0.0022,0.0025,Free Cholesterol in Very Large HDL
S-VLDL-CE%,0.0018,0.0025,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
PUFA,0.0012,0.0024,Polyunsaturated Fatty Acids
XL-HDL-CE,0.0022,0.0022,Cholesteryl Esters in Very Large HDL
L-VLDL-FC%,0.0018,0.0016,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-C%,0.0020,0.0015,Cholesterol to Total-Lipids in Large HDL percentage
Acetone,0.0022,0.0015,Acetone
S-HDL-PL,0.0010,0.0013,Phospholipids in Small HDL
S-LDL-C%,0.0025,0.0013,Cholesterol to Total-Lipids in Small LDL percentage
HDL-TG,0.0007,0.0007,Triglycerides in HDL
HDL-L,0.0005,0.0005,Total-Lipids in HDL
XL-VLDL-FC%,0.0003,0.0003,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,0.0003,0.0003,Triglycerides to Total-Lipids in Very Small VLDL percentage
