Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gly,0.0827,0.0763,Glycine
Tyr,0.0635,0.0691,Tyrosine
Acetone,0.0582,0.0544,Acetone
Total-C,0.0340,0.0481,Total-Cholesterol
IDL-CE%,0.0575,0.0474,Cholesteryl Esters to Total-Lipids in IDL percentage
Albumin,0.0637,0.0455,Albumin
LDL-size,0.0383,0.0451,Average Diameter for LDL Particles
DHA,0.0502,0.0436,Docosahexaenoic Acid
3-Hydroxybutyrate,0.0488,0.0319,3-Hydroxybutyrate
Ala,0.0232,0.0316,Alanine
Creatinine,0.0442,0.0287,Creatinine
Pyruvate,0.0173,0.0264,Pyruvate
Ile,0.0205,0.0218,Isoleucine
His,0.0283,0.0217,Histidine
L-LDL-CE%,0.0250,0.0204,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Val,0.0172,0.0199,Valine
Gln,0.0168,0.0178,Glutamine
Citrate,0.0140,0.0173,Citrate
M-HDL-TG,0.0123,0.0164,Triglycerides in Medium HDL
S-LDL-C%,0.0143,0.0159,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-FC%,0.0145,0.0155,Free Cholesterol to Total-Lipids in Large HDL percentage
Glu,0.0193,0.0154,Glucose
GlycA,0.0158,0.0149,Glycoprotein Acetyls
Acetoacetate,0.0143,0.0148,Acetoacetate
M-LDL-CE%,0.0092,0.0134,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0072,0.0126,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL,0.0155,0.0121,Phospholipids in Small HDL
Leu,0.0093,0.0116,Leucine
Total-FC,0.0115,0.0101,Total-Free Cholesterol
IDL-PL%,0.0078,0.0093,Phospholipids to Total-Lipids in IDL percentage
Acetate,0.0080,0.0093,Acetate
Total-BCAA,0.0073,0.0089,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
HDL-P,0.0083,0.0087,Concentration of HDL Particles
S-HDL-CE,0.0092,0.0081,Cholesteryl Esters in Small HDL
XL-VLDL-PL%,0.0040,0.0080,Phospholipids to Total-Lipids in Very Large VLDL percentage
Glu-lactate,0.0077,0.0077,Glucose-lactate
IDL-CE,0.0077,0.0077,Cholesteryl Esters in IDL
L-VLDL-FC%,0.0062,0.0076,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-PL%,0.0073,0.0074,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0068,0.0073,Free Cholesterol to Total-Lipids in IDL percentage
LA%,0.0033,0.0057,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.0025,0.0057,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0030,0.0056,Cholesterol to Total-Lipids in Medium LDL percentage
MUFA%,0.0057,0.0056,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0038,0.0055,Lactate
XS-VLDL-PL%,0.0048,0.0053,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6,0.0047,0.0044,Omega-6 Fatty Acids
XXL-VLDL-PL%,0.0042,0.0038,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,0.0023,0.0036,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-TG%,0.0025,0.0036,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0013,0.0035,Free Cholesterol to Total-Lipids in Small HDL percentage
Omega-3,0.0047,0.0033,Omega-3 Fatty Acids
S-HDL-CE%,0.0018,0.0032,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-FC,0.0047,0.0031,Free Cholesterol in Small LDL
XL-HDL-CE%,0.0032,0.0031,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Omega-6%,0.0012,0.0030,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Phe,0.0037,0.0029,Phenylalanine
S-HDL-L,0.0023,0.0026,Total-Lipids in Small HDL
S-HDL-PL%,0.0013,0.0023,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-C%,0.0013,0.0023,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-TG,0.0013,0.0022,Triglycerides in Very Large HDL
SFA%,0.0017,0.0021,Saturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0015,0.0021,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0017,0.0013,Phospholipids to Total-Lipids in Large LDL percentage
S-LDL-CE%,0.0012,0.0013,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-VLDL-CE%,0.0012,0.0008,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Sc-ala,0.0007,0.0007,Spectrometer-corrected alanine
XL-HDL-C%,0.0005,0.0006,Cholesterol to Total-Lipids in Very Large HDL percentage
Total-CE,0.0007,0.0004,Total-Esterified Cholesterol
Omega-3%,0.0003,0.0004,Omega-3 Fatty Acids to Total-Fatty Acids percentage
