Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1073,0.0778,Creatinine
Pyruvate,0.0692,0.0586,Pyruvate
M-LDL-C%,0.0823,0.0509,Cholesterol to Total-Lipids in Medium LDL percentage
Ala,0.0478,0.0468,Alanine
Acetoacetate,0.0588,0.0465,Acetoacetate
GlycA,0.0283,0.0416,Glycoprotein Acetyls
Gly,0.0267,0.0355,Glycine
Gln,0.0197,0.0350,Glutamine
Phe,0.0245,0.0335,Phenylalanine
IDL-FC%,0.0467,0.0317,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-CE%,0.0380,0.0315,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Tyr,0.0437,0.0295,Tyrosine
Omega-3,0.0165,0.0259,Omega-3 Fatty Acids
S-LDL-PL%,0.0318,0.0255,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-CE,0.0083,0.0241,Cholesteryl Esters in Small HDL
Acetate,0.0193,0.0236,Acetate
His,0.0280,0.0214,Histidine
L-LDL-PL%,0.0123,0.0212,Phospholipids to Total-Lipids in Large LDL percentage
Lactate,0.0153,0.0180,Lactate
Acetone,0.0222,0.0177,Acetone
Glu,0.0123,0.0172,Glucose
XXL-VLDL-FC%,0.0143,0.0156,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,0.0062,0.0148,Citrate
Albumin,0.0095,0.0146,Albumin
XXL-VLDL-TG%,0.0112,0.0124,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Sc-ala,0.0092,0.0120,Spectrometer-corrected alanine
SFA%,0.0173,0.0120,Saturated Fatty Acids to Total-Fatty Acids percentage
Ile,0.0040,0.0118,Isoleucine
S-HDL-C%,0.0223,0.0116,Cholesterol to Total-Lipids in Small HDL percentage
LDL-size,0.0120,0.0114,Average Diameter for LDL Particles
S-LDL-C%,0.0125,0.0104,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-FC,0.0033,0.0100,Free Cholesterol in Very Large HDL
3-Hydroxybutyrate,0.0070,0.0092,3-Hydroxybutyrate
DHA%,0.0088,0.0089,Docosahexaenoic Acid to Total-Fatty Acids percentage
HDL-P,0.0018,0.0071,Concentration of HDL Particles
Omega-3%,0.0057,0.0069,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA%,0.0103,0.0067,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0028,0.0065,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-size,0.0040,0.0061,Average Diameter for VLDL Particles
S-HDL-P,0.0005,0.0057,Concentration of Small HDL Particles
Glu-lactate,0.0062,0.0053,Glucose-lactate
L-HDL-CE%,0.0040,0.0048,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.0045,0.0047,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-PL%,0.0035,0.0046,Phospholipids to Total-Lipids in IDL percentage
M-HDL-FC%,0.0037,0.0046,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-C%,0.0045,0.0046,Cholesterol to Total-Lipids in Large LDL percentage
DHA,0.0025,0.0046,Docosahexaenoic Acid
Leu,0.0025,0.0043,Leucine
HDL-L,0.0032,0.0042,Total-Lipids in HDL
S-HDL-PL,0.0030,0.0041,Phospholipids in Small HDL
LA,0.0047,0.0039,Linoleic Acid
M-HDL-CE%,0.0008,0.0038,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XXL-VLDL-PL%,0.0055,0.0037,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-PL%,0.0007,0.0033,Phospholipids to Total-Lipids in Large VLDL percentage
S-LDL-TG,0.0020,0.0031,Triglycerides in Small LDL
L-VLDL-FC%,0.0043,0.0031,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-CE%,0.0012,0.0029,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC%,0.0020,0.0022,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-C%,0.0025,0.0021,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-FC%,0.0012,0.0021,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-PL%,0.0010,0.0020,Phospholipids to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-C%,0.0022,0.0020,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0007,0.0018,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.0008,0.0016,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0007,0.0015,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,0.0015,0.0015,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-CE,0.0025,0.0013,Cholesteryl Esters in Very Small VLDL
IDL-CE%,0.0015,0.0012,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-PL%,0.0020,0.0012,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL%,0.0007,0.0009,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL,0.0017,0.0008,Phospholipids in Very Small VLDL
S-VLDL-TG,0.0005,0.0006,Triglycerides in Small VLDL
