Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3118,0.5514,Creatinine
Albumin,0.1467,0.0836,Albumin
Leu,0.0850,0.0491,Leucine
L-LDL-C%,0.0630,0.0483,Cholesterol to Total-Lipids in Large LDL percentage
Total-L,0.0293,0.0381,Total-Lipids in Lipoprotein Particles
IDL-TG%,0.0260,0.0271,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.0292,0.0245,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-CE,0.0227,0.0234,Cholesteryl Esters in Small LDL
GlycA,0.0583,0.0189,Glycoprotein Acetyls
IDL-CE%,0.0287,0.0176,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-TG%,0.0208,0.0147,Triglycerides to Total-Lipids in Large LDL percentage
PUFA,0.0303,0.0130,Polyunsaturated Fatty Acids
IDL-CE,0.0163,0.0119,Cholesteryl Esters in IDL
Total-FC,0.0075,0.0103,Total-Free Cholesterol
Total-C,0.0055,0.0078,Total-Cholesterol
Ile,0.0125,0.0075,Isoleucine
Total-BCAA,0.0118,0.0070,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LA,0.0115,0.0056,Linoleic Acid
S-LDL-CE%,0.0128,0.0048,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Remnant-C,0.0060,0.0046,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
XS-VLDL-C%,0.0063,0.0038,Cholesterol to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0108,0.0037,Glucose-lactate
Total-CE,0.0043,0.0035,Total-Esterified Cholesterol
Omega-6,0.0022,0.0027,Omega-6 Fatty Acids
LDL-L,0.0018,0.0023,Total-Lipids in LDL
XS-VLDL-PL%,0.0032,0.0023,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu,0.0060,0.0021,Glucose
3-Hydroxybutyrate,0.0050,0.0017,3-Hydroxybutyrate
Unsaturation,0.0068,0.0017,Degree of Unsaturation
Tyr,0.0053,0.0017,Tyrosine
XXL-VLDL-FC%,0.0032,0.0016,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE,0.0052,0.0016,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
PC,0.0020,0.0009,Phosphatidylcholines
VLDL-size,0.0008,0.0007,Average Diameter for VLDL Particles
LA%,0.0007,0.0003,Linoleic Acid to Total-Fatty Acids percentage
Val,0.0005,0.0002,Valine
