Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3032,0.5552,Creatinine
Gly,0.2455,0.1121,Glycine
Cholines,0.1205,0.1053,Total-Cholines
HDL-FC,0.0763,0.0795,Free Cholesterol in HDL
PC,0.0458,0.0399,Phosphatidylcholines
M-HDL-FC%,0.0352,0.0247,Free Cholesterol to Total-Lipids in Medium HDL percentage
Phosphoglyc,0.0202,0.0112,Phosphoglycerides
IDL-PL,0.0207,0.0112,Phospholipids in IDL
Total-CE,0.0137,0.0080,Total-Esterified Cholesterol
L-HDL-PL,0.0095,0.0075,Phospholipids in Large HDL
HDL-L,0.0077,0.0075,Total-Lipids in HDL
XL-HDL-FC%,0.0128,0.0056,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-CE,0.0100,0.0054,Cholesteryl Esters in Very Small VLDL
S-LDL-C%,0.0120,0.0053,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0132,0.0050,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-HDL-PL,0.0147,0.0028,Phospholipids in Medium HDL
Total-C,0.0048,0.0027,Total-Cholesterol
Omega-6,0.0052,0.0019,Omega-6 Fatty Acids
PUFA,0.0027,0.0016,Polyunsaturated Fatty Acids
L-HDL-L,0.0022,0.0012,Total-Lipids in Large HDL
XS-VLDL-CE%,0.0028,0.0010,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
HDL-PL,0.0030,0.0009,Phospholipids in HDL
Gln,0.0070,0.0009,Glutamine
XS-VLDL-TG%,0.0020,0.0008,Triglycerides to Total-Lipids in Very Small VLDL percentage
Total-P,0.0005,0.0008,Total-Concentration of Lipoprotein Particles
XS-VLDL-C,0.0017,0.0003,Cholesterol in Very Small VLDL
GlycA,0.0020,0.0003,Glycoprotein Acetyls
XL-VLDL-PL%,0.0007,0.0003,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-L,0.0015,0.0003,Total-Lipids in Very Small VLDL
L-HDL-FC,0.0008,0.0002,Free Cholesterol in Large HDL
HDL-C,0.0010,0.0002,HDL Cholesterol
SM,0.0007,0.0001,Sphingomyelins
LDL-size,0.0002,4.2853e-05,Average Diameter for LDL Particles
M-HDL-TG,0.0002,3.9778e-05,Triglycerides in Medium HDL
L-HDL-P,0.0002,3.6486e-05,Concentration of Large HDL Particles
3-Hydroxybutyrate,0.0002,2.6796e-05,3-Hydroxybutyrate
