Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gly,0.0845,0.0649,Glycine
Lactate,0.0435,0.0490,Lactate
Albumin,0.0542,0.0481,Albumin
Ile,0.0457,0.0392,Isoleucine
Pyruvate,0.0153,0.0389,Pyruvate
Citrate,0.0335,0.0381,Citrate
Acetoacetate,0.0330,0.0370,Acetoacetate
GlycA,0.0477,0.0369,Glycoprotein Acetyls
L-LDL-PL%,0.0210,0.0339,Phospholipids to Total-Lipids in Large LDL percentage
LDL-size,0.0403,0.0321,Average Diameter for LDL Particles
Phe,0.0293,0.0312,Phenylalanine
DHA%,0.0297,0.0293,Docosahexaenoic Acid to Total-Fatty Acids percentage
Creatinine,0.0317,0.0293,Creatinine
Ala,0.0220,0.0254,Alanine
IDL-FC%,0.0223,0.0250,Free Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,0.0290,0.0239,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0238,0.0229,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-CE%,0.0185,0.0228,Cholesteryl Esters to Total-Lipids in Large LDL percentage
HDL-PL,0.0308,0.0217,Phospholipids in HDL
L-HDL-PL%,0.0203,0.0215,Phospholipids to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,0.0303,0.0214,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-CE%,0.0205,0.0212,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-PL%,0.0215,0.0210,Phospholipids to Total-Lipids in Medium LDL percentage
Sc-ala,0.0133,0.0204,Spectrometer-corrected alanine
M-HDL-CE,0.0253,0.0187,Cholesteryl Esters in Medium HDL
M-HDL-P,0.0213,0.0137,Concentration of Medium HDL Particles
SFA%,0.0133,0.0134,Saturated Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0073,0.0109,3-Hydroxybutyrate
Glu,0.0117,0.0107,Glucose
HDL-C,0.0127,0.0102,HDL Cholesterol
DHA,0.0083,0.0099,Docosahexaenoic Acid
XXL-VLDL-C%,0.0108,0.0088,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Tyr,0.0072,0.0082,Tyrosine
Acetate,0.0107,0.0080,Acetate
S-LDL-PL%,0.0065,0.0073,Phospholipids to Total-Lipids in Small LDL percentage
Glu-lactate,0.0030,0.0072,Glucose-lactate
S-VLDL-TG,0.0092,0.0071,Triglycerides in Small VLDL
Gln,0.0073,0.0068,Glutamine
M-HDL-L,0.0022,0.0063,Total-Lipids in Medium HDL
XXL-VLDL-PL%,0.0073,0.0057,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0027,0.0056,Cholesterol to Total-Lipids in Small LDL percentage
LA%,0.0027,0.0052,Linoleic Acid to Total-Fatty Acids percentage
Acetone,0.0027,0.0051,Acetone
S-HDL-C,0.0037,0.0046,Cholesterol in Small HDL
M-HDL-PL%,0.0028,0.0046,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,0.0048,0.0045,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-C,0.0025,0.0043,Cholesterol in Medium HDL
His,0.0037,0.0042,Histidine
XL-HDL-C%,0.0068,0.0041,Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-C%,0.0033,0.0039,Cholesterol to Total-Lipids in Large LDL percentage
Omega-3%,0.0043,0.0039,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,0.0028,0.0034,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6%,0.0013,0.0034,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,0.0047,0.0033,Phospholipids to Total-Lipids in Large VLDL percentage
PUFA/MUFA,0.0008,0.0027,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-FC%,0.0025,0.0024,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-FC%,0.0015,0.0023,Free Cholesterol to Total-Lipids in Small HDL percentage
TG/PG,0.0018,0.0022,Triglycerides to Phosphoglycerides ratio
M-LDL-FC%,0.0012,0.0020,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-HDL-PL%,0.0030,0.0019,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-PL,0.0015,0.0018,Phospholipids in Very Large HDL
S-HDL-FC,0.0022,0.0018,Free Cholesterol in Small HDL
PUFA%,0.0017,0.0018,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-FC%,0.0012,0.0017,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-PL%,0.0008,0.0016,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-VLDL-TG,0.0010,0.0014,Triglycerides in Large VLDL
S-VLDL-P,0.0013,0.0014,Concentration of Small VLDL Particles
VLDL-size,0.0010,0.0013,Average Diameter for VLDL Particles
M-LDL-C%,0.0010,0.0013,Cholesterol to Total-Lipids in Medium LDL percentage
HDL-size,0.0005,0.0009,Average Diameter for HDL Particles
Omega-3,0.0008,0.0009,Omega-3 Fatty Acids
Val,0.0002,0.0007,Valine
Total-PL,0.0002,0.0006,Total-Phospholipids in Lipoprotein Particles
XS-VLDL-FC%,0.0003,0.0005,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0005,0.0004,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6,0.0002,0.0002,Omega-6 Fatty Acids
