Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Phe,0.1443,0.1266,Phenylalanine
GlycA,0.1148,0.1011,Glycoprotein Acetyls
Val,0.0552,0.0582,Valine
IDL-PL%,0.0515,0.0508,Phospholipids to Total-Lipids in IDL percentage
LDL-size,0.0332,0.0449,Average Diameter for LDL Particles
Tyr,0.0313,0.0397,Tyrosine
Albumin,0.0523,0.0379,Albumin
Acetate,0.0155,0.0348,Acetate
Glu,0.0212,0.0339,Glucose
Creatinine,0.0365,0.0335,Creatinine
Total-BCAA,0.0202,0.0331,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.0293,0.0324,Leucine
XL-HDL-C%,0.0482,0.0322,Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-CE%,0.0482,0.0311,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Glu-lactate,0.0215,0.0246,Glucose-lactate
Acetoacetate,0.0225,0.0208,Acetoacetate
Pyruvate,0.0167,0.0202,Pyruvate
Sc-ala,0.0238,0.0191,Spectrometer-corrected alanine
Lactate,0.0070,0.0167,Lactate
S-VLDL-C%,0.0113,0.0162,Cholesterol to Total-Lipids in Small VLDL percentage
His,0.0100,0.0148,Histidine
IDL-FC%,0.0093,0.0118,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-P,0.0127,0.0108,Concentration of Small HDL Particles
S-HDL-L,0.0117,0.0107,Total-Lipids in Small HDL
S-LDL-CE%,0.0117,0.0096,Cholesteryl Esters to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0137,0.0087,3-Hydroxybutyrate
Acetone,0.0102,0.0086,Acetone
Ile,0.0073,0.0081,Isoleucine
L-HDL-TG%,0.0083,0.0079,Triglycerides to Total-Lipids in Large HDL percentage
M-VLDL-PL%,0.0068,0.0073,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.0062,0.0070,Cholesterol to Total-Lipids in Medium LDL percentage
Citrate,0.0070,0.0056,Citrate
Gln,0.0040,0.0054,Glutamine
L-LDL-PL%,0.0042,0.0052,Phospholipids to Total-Lipids in Large LDL percentage
S-LDL-PL%,0.0045,0.0051,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-PL,0.0062,0.0050,Phospholipids in Very Large HDL
XL-VLDL-TG%,0.0048,0.0046,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-VLDL-PL%,0.0045,0.0043,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-CE%,0.0028,0.0043,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-VLDL-CE%,0.0050,0.0039,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-CE%,0.0022,0.0036,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
LA%,0.0022,0.0034,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-TG,0.0043,0.0028,Triglycerides in Very Large HDL
Gly,0.0023,0.0027,Glycine
PUFA%,0.0013,0.0022,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0020,0.0021,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-TG%,0.0020,0.0021,Triglycerides to Total-Lipids in Very Large HDL percentage
SFA%,0.0013,0.0020,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-CE,0.0013,0.0020,Cholesteryl Esters in Large VLDL
MUFA%,0.0015,0.0019,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0017,0.0017,Phospholipids to Total-Lipids in Very Large VLDL percentage
Unsaturation,0.0010,0.0016,Degree of Unsaturation
XXL-VLDL-TG%,0.0010,0.0014,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,0.0028,0.0014,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Ala,0.0023,0.0010,Alanine
XL-HDL-PL%,0.0008,0.0010,Phospholipids to Total-Lipids in Very Large HDL percentage
L-LDL-FC%,0.0008,0.0010,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-CE%,0.0018,0.0009,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-VLDL-FC%,0.0023,0.0009,Free Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC%,0.0012,0.0008,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0012,0.0008,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-CE,0.0007,0.0008,Cholesteryl Esters in Medium HDL
L-HDL-C%,0.0008,0.0007,Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC%,0.0010,0.0007,Free Cholesterol to Total-Lipids in Very Large HDL percentage
DHA,0.0008,0.0007,Docosahexaenoic Acid
XS-VLDL-C,0.0003,0.0006,Cholesterol in Very Small VLDL
HDL-C,0.0010,0.0006,HDL Cholesterol
XXL-VLDL-PL%,0.0007,0.0006,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-TG,0.0003,0.0006,Triglycerides in Very Small VLDL
PUFA/MUFA,0.0005,0.0004,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-FC,0.0005,0.0003,Free Cholesterol in Very Large HDL
L-HDL-FC%,0.0003,0.0002,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.0002,0.0001,Free Cholesterol to Total-Lipids in Medium LDL percentage
