Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gln,0.0495,0.0650,Glutamine
Creatinine,0.0668,0.0637,Creatinine
LDL-size,0.0742,0.0501,Average Diameter for LDL Particles
His,0.0275,0.0493,Histidine
Acetoacetate,0.0287,0.0492,Acetoacetate
Phe,0.0420,0.0420,Phenylalanine
Omega-6,0.0475,0.0402,Omega-6 Fatty Acids
MUFA%,0.0457,0.0401,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0463,0.0363,Glucose-lactate
Leu,0.0302,0.0306,Leucine
Gly,0.0272,0.0302,Glycine
Citrate,0.0357,0.0300,Citrate
Acetate,0.0382,0.0275,Acetate
IDL-FC%,0.0243,0.0252,Free Cholesterol to Total-Lipids in IDL percentage
Lactate,0.0247,0.0248,Lactate
Glu,0.0335,0.0226,Glucose
L-LDL-PL%,0.0165,0.0198,Phospholipids to Total-Lipids in Large LDL percentage
Ile,0.0192,0.0194,Isoleucine
XS-VLDL-FC%,0.0183,0.0162,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
DHA%,0.0105,0.0156,Docosahexaenoic Acid to Total-Fatty Acids percentage
Ala,0.0107,0.0153,Alanine
Pyruvate,0.0100,0.0153,Pyruvate
S-LDL-C%,0.0120,0.0149,Cholesterol to Total-Lipids in Small LDL percentage
GlycA,0.0205,0.0144,Glycoprotein Acetyls
IDL-CE%,0.0108,0.0132,Cholesteryl Esters to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0093,0.0125,3-Hydroxybutyrate
Sc-ala,0.0113,0.0122,Spectrometer-corrected alanine
XS-VLDL-PL%,0.0048,0.0115,Phospholipids to Total-Lipids in Very Small VLDL percentage
Val,0.0072,0.0112,Valine
DHA,0.0135,0.0109,Docosahexaenoic Acid
S-HDL-PL%,0.0157,0.0098,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-FC,0.0075,0.0097,Free Cholesterol in Very Large HDL
Acetone,0.0190,0.0094,Acetone
IDL-PL%,0.0068,0.0092,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-PL,0.0102,0.0075,Phospholipids in Small VLDL
L-HDL-PL%,0.0065,0.0064,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-CE%,0.0077,0.0064,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-P,0.0038,0.0058,Concentration of Medium LDL Particles
IDL-TG%,0.0047,0.0055,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-PL%,0.0048,0.0055,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0058,0.0050,Saturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0037,0.0050,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-CE%,0.0013,0.0046,Cholesteryl Esters to Total-Lipids in Small HDL percentage
PUFA,0.0028,0.0045,Polyunsaturated Fatty Acids
LA%,0.0030,0.0043,Linoleic Acid to Total-Fatty Acids percentage
Total-PL,0.0070,0.0043,Total-Phospholipids in Lipoprotein Particles
XS-VLDL-CE,0.0037,0.0043,Cholesteryl Esters in Very Small VLDL
Omega-3%,0.0018,0.0040,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,0.0028,0.0039,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG,0.0063,0.0037,Triglycerides in Chylomicrons and Extremely Large VLDL
S-LDL-CE%,0.0047,0.0036,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-TG%,0.0035,0.0033,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.0037,0.0032,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-C%,0.0022,0.0030,Cholesterol to Total-Lipids in IDL percentage
PUFA/MUFA,0.0065,0.0030,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
VLDL-size,0.0057,0.0029,Average Diameter for VLDL Particles
L-HDL-FC,0.0010,0.0029,Free Cholesterol in Large HDL
S-HDL-FC%,0.0018,0.0024,Free Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-TG,0.0058,0.0023,Triglycerides in Medium HDL
XXL-VLDL-FC%,0.0012,0.0019,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-PL%,0.0008,0.0018,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-P,0.0010,0.0017,Concentration of IDL Particles
XL-HDL-C%,0.0020,0.0017,Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-C%,0.0023,0.0017,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC%,0.0017,0.0015,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,0.0007,0.0014,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-P,0.0012,0.0014,Concentration of Small LDL Particles
