Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XL-VLDL-P,0.0015,0.0014,Concentration of Very Large VLDL Particles
IDL-TG,0.0020,0.0013,Triglycerides in IDL
S-HDL-C,0.0018,0.0013,Cholesterol in Small HDL
M-HDL-CE%,0.0002,0.0013,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
PUFA%,0.0002,0.0012,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Tyr,0.0008,0.0011,Tyrosine
L-HDL-CE,0.0005,0.0011,Cholesteryl Esters in Large HDL
S-LDL-FC%,0.0017,0.0010,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE,0.0013,0.0009,Cholesteryl Esters in Small HDL
M-VLDL-L,0.0017,0.0006,Total-Lipids in Medium VLDL
S-VLDL-CE%,0.0002,0.0004,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-HDL-FC%,0.0003,0.0003,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-CE%,0.0005,0.0003,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Unsaturation,0.0002,0.0002,Degree of Unsaturation
