Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3045,0.5318,Creatinine
Cholines,0.1353,0.1664,Total-Cholines
Gly,0.2245,0.0860,Glycine
SM,0.0602,0.0309,Sphingomyelins
HDL-FC,0.0362,0.0229,Free Cholesterol in HDL
IDL-CE,0.0353,0.0221,Cholesteryl Esters in IDL
M-HDL-P,0.0245,0.0202,Concentration of Medium HDL Particles
Total-CE,0.0067,0.0163,Total-Esterified Cholesterol
Total-P,0.0088,0.0144,Total-Concentration of Lipoprotein Particles
PC,0.0127,0.0114,Phosphatidylcholines
IDL-CE%,0.0158,0.0108,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-CE%,0.0217,0.0098,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-HDL-P,0.0202,0.0096,Concentration of Large HDL Particles
M-HDL-PL,0.0140,0.0094,Phospholipids in Medium HDL
IDL-P,0.0148,0.0078,Concentration of IDL Particles
S-LDL-C%,0.0085,0.0057,Cholesterol to Total-Lipids in Small LDL percentage
Phosphoglyc,0.0108,0.0040,Phosphoglycerides
HDL-L,0.0098,0.0038,Total-Lipids in HDL
HDL-PL,0.0048,0.0033,Phospholipids in HDL
Total-PL,0.0035,0.0024,Total-Phospholipids in Lipoprotein Particles
ApoA1,0.0022,0.0018,Apolipoprotein A1
Acetone,0.0053,0.0016,Acetone
HDL-C,0.0022,0.0016,HDL Cholesterol
M-VLDL-PL%,0.0028,0.0012,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-PL,0.0008,0.0011,Phospholipids in IDL
S-VLDL-PL%,0.0017,0.0006,Phospholipids to Total-Lipids in Small VLDL percentage
XL-HDL-PL%,0.0023,0.0005,Phospholipids to Total-Lipids in Very Large HDL percentage
Omega-3%,0.0012,0.0005,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Albumin,0.0017,0.0005,Albumin
XL-HDL-FC%,0.0018,0.0004,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-PL%,0.0010,0.0004,Phospholipids to Total-Lipids in Small LDL percentage
Omega-6,0.0012,0.0002,Omega-6 Fatty Acids
Pyruvate,0.0005,0.0001,Pyruvate
L-HDL-FC%,0.0005,0.0001,Free Cholesterol to Total-Lipids in Large HDL percentage
GlycA,0.0007,0.0001,Glycoprotein Acetyls
Ala,0.0005,8.1515e-05,Alanine
PUFA,0.0002,7.1474e-05,Polyunsaturated Fatty Acids
3-Hydroxybutyrate,0.0003,6.1758e-05,3-Hydroxybutyrate
Acetate,0.0003,4.8741e-05,Acetate
Lactate,0.0002,3.5372e-05,Lactate
