Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE,0.0893,0.4457,Cholesteryl Esters in IDL
XS-VLDL-CE%,0.1655,0.1911,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
LA,0.1235,0.0651,Linoleic Acid
LA%,0.1315,0.0532,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-CE,0.0293,0.0498,Cholesteryl Esters in Very Small VLDL
XS-VLDL-TG%,0.0608,0.0479,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-CE%,0.0355,0.0219,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-CE,0.0155,0.0162,Cholesteryl Esters in Medium VLDL
Creatinine,0.0590,0.0140,Creatinine
XXL-VLDL-CE,0.0307,0.0125,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
IDL-TG%,0.0263,0.0113,Triglycerides to Total-Lipids in IDL percentage
XL-HDL-FC,0.0447,0.0099,Free Cholesterol in Very Large HDL
Omega-3%,0.0285,0.0098,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0412,0.0092,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-CE,0.0282,0.0079,Cholesteryl Esters in VLDL
S-HDL-PL%,0.0278,0.0076,Phospholipids to Total-Lipids in Small HDL percentage
IDL-C,0.0008,0.0073,Cholesterol in IDL
IDL-CE%,0.0128,0.0066,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-P,0.0142,0.0049,Concentration of IDL Particles
L-LDL-TG%,0.0065,0.0021,Triglycerides to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,0.0042,0.0015,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Glu-lactate,0.0068,0.0010,Glucose-lactate
DHA%,0.0030,0.0010,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-TG,0.0028,0.0008,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,0.0018,0.0005,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-HDL-C%,0.0022,0.0003,Cholesterol to Total-Lipids in Small HDL percentage
GlycA,0.0025,0.0003,Glycoprotein Acetyls
IDL-FC%,0.0015,0.0003,Free Cholesterol to Total-Lipids in IDL percentage
Gly,0.0015,0.0002,Glycine
Glu,0.0017,0.0002,Glucose
XXL-VLDL-C,0.0002,4.2003e-05,Cholesterol in Chylomicrons and Extremely Large VLDL
Unsaturation,0.0002,1.4612e-05,Degree of Unsaturation
