Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2302,0.4836,Creatinine
M-LDL-TG,0.1233,0.1420,Triglycerides in Medium LDL
Gly,0.2065,0.1182,Glycine
Omega-3,0.1142,0.1148,Omega-3 Fatty Acids
Omega-6%,0.0363,0.0409,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0458,0.0184,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-TG,0.0173,0.0170,Triglycerides in LDL
S-LDL-PL,0.0222,0.0143,Phospholipids in Small LDL
Gln,0.0368,0.0101,Glutamine
XL-HDL-PL%,0.0528,0.0099,Phospholipids to Total-Lipids in Very Large HDL percentage
LA%,0.0148,0.0072,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.0102,0.0030,Albumin
XL-HDL-FC%,0.0157,0.0026,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-FC,0.0137,0.0020,Free Cholesterol in Large HDL
Tyr,0.0092,0.0020,Tyrosine
L-LDL-TG,0.0043,0.0019,Triglycerides in Large LDL
L-HDL-L,0.0098,0.0018,Total-Lipids in Large HDL
XL-VLDL-P,0.0015,0.0018,Concentration of Very Large VLDL Particles
IDL-FC%,0.0072,0.0016,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-P,0.0030,0.0015,Concentration of Medium LDL Particles
L-HDL-PL,0.0063,0.0012,Phospholipids in Large HDL
3-Hydroxybutyrate,0.0080,0.0008,3-Hydroxybutyrate
IDL-FC,0.0017,0.0008,Free Cholesterol in IDL
L-VLDL-P,0.0020,0.0007,Concentration of Large VLDL Particles
S-LDL-TG,0.0013,0.0006,Triglycerides in Small LDL
L-VLDL-FC,0.0010,0.0005,Free Cholesterol in Large VLDL
L-HDL-C,0.0018,0.0004,Cholesterol in Large HDL
XS-VLDL-CE%,0.0012,0.0004,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-HDL-PL%,0.0010,0.0002,Phospholipids to Total-Lipids in Small HDL percentage
Sc-ala,0.0008,5.5877e-05,Spectrometer-corrected alanine
