Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2155,0.4855,Creatinine
Omega-3,0.1288,0.0953,Omega-3 Fatty Acids
Gly,0.1438,0.0801,Glycine
Omega-6%,0.0532,0.0613,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG,0.0337,0.0510,Triglycerides in Large LDL
M-LDL-TG,0.0802,0.0474,Triglycerides in Medium LDL
Albumin,0.0450,0.0315,Albumin
LDL-TG,0.0188,0.0309,Triglycerides in LDL
Gln,0.0538,0.0240,Glutamine
IDL-FC%,0.0258,0.0129,Free Cholesterol to Total-Lipids in IDL percentage
LA%,0.0147,0.0116,Linoleic Acid to Total-Fatty Acids percentage
L-VLDL-FC%,0.0202,0.0112,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,0.0207,0.0093,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
His,0.0197,0.0075,Histidine
Ala,0.0292,0.0073,Alanine
XL-HDL-FC%,0.0200,0.0056,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-PL,0.0097,0.0049,Phospholipids in Small LDL
Citrate,0.0128,0.0042,Citrate
Sc-ala,0.0083,0.0032,Spectrometer-corrected alanine
TG/PG,0.0085,0.0028,Triglycerides to Phosphoglycerides ratio
MUFA%,0.0027,0.0024,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0058,0.0020,Pyruvate
IDL-CE%,0.0060,0.0011,Cholesteryl Esters to Total-Lipids in IDL percentage
Tyr,0.0045,0.0011,Tyrosine
L-VLDL-FC,0.0028,0.0010,Free Cholesterol in Large VLDL
Phe,0.0028,0.0009,Phenylalanine
XL-HDL-TG%,0.0005,0.0006,Triglycerides to Total-Lipids in Very Large HDL percentage
LDL-size,0.0013,0.0006,Average Diameter for LDL Particles
Val,0.0028,0.0006,Valine
XS-VLDL-FC%,0.0007,0.0005,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,0.0022,0.0004,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,0.0010,0.0003,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG,0.0007,0.0003,Triglycerides in Large HDL
XL-HDL-TG,0.0010,0.0003,Triglycerides in Very Large HDL
GlycA,0.0008,0.0002,Glycoprotein Acetyls
XXL-VLDL-CE%,0.0008,0.0002,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-L,0.0003,0.0001,Total-Lipids in Small HDL
3-Hydroxybutyrate,0.0003,7.2696e-05,3-Hydroxybutyrate
Leu,0.0002,4.2828e-05,Leucine
XS-VLDL-PL%,0.0002,3.6084e-05,Phospholipids to Total-Lipids in Very Small VLDL percentage
Lactate,0.0002,2.6798e-05,Lactate
