Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2857,0.6360,Creatinine
Gly,0.2423,0.1613,Glycine
HDL-FC,0.0773,0.0468,Free Cholesterol in HDL
XL-HDL-FC%,0.0722,0.0353,Free Cholesterol to Total-Lipids in Very Large HDL percentage
GlycA,0.0552,0.0210,Glycoprotein Acetyls
HDL-PL,0.0413,0.0197,Phospholipids in HDL
S-HDL-PL%,0.0402,0.0134,Phospholipids to Total-Lipids in Small HDL percentage
SM,0.0218,0.0075,Sphingomyelins
Albumin,0.0270,0.0074,Albumin
L-HDL-FC,0.0122,0.0069,Free Cholesterol in Large HDL
PUFA/MUFA,0.0155,0.0057,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-FC%,0.0117,0.0041,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE,0.0090,0.0032,Cholesteryl Esters in Very Small VLDL
Val,0.0083,0.0031,Valine
Ala,0.0053,0.0025,Alanine
L-HDL-PL,0.0042,0.0022,Phospholipids in Large HDL
PC,0.0048,0.0020,Phosphatidylcholines
Acetone,0.0070,0.0019,Acetone
M-LDL-PL%,0.0067,0.0018,Phospholipids to Total-Lipids in Medium LDL percentage
Phosphoglyc,0.0060,0.0018,Phosphoglycerides
Gln,0.0043,0.0014,Glutamine
Lactate,0.0052,0.0014,Lactate
XL-HDL-PL%,0.0052,0.0013,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-FC%,0.0022,0.0013,Free Cholesterol to Total-Lipids in Medium HDL percentage
3-Hydroxybutyrate,0.0028,0.0011,3-Hydroxybutyrate
Phe,0.0023,0.0011,Phenylalanine
L-HDL-L,0.0032,0.0011,Total-Lipids in Large HDL
Citrate,0.0025,0.0010,Citrate
LDL-size,0.0023,0.0010,Average Diameter for LDL Particles
XL-HDL-PL,0.0033,0.0009,Phospholipids in Very Large HDL
His,0.0013,0.0008,Histidine
M-LDL-CE%,0.0012,0.0006,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
DHA%,0.0015,0.0004,Docosahexaenoic Acid to Total-Fatty Acids percentage
Leu,0.0008,0.0004,Leucine
M-HDL-PL,0.0007,0.0003,Phospholipids in Medium HDL
L-HDL-P,0.0005,0.0003,Concentration of Large HDL Particles
Ile,0.0008,0.0003,Isoleucine
IDL-PL%,0.0012,0.0003,Phospholipids to Total-Lipids in IDL percentage
S-HDL-FC%,0.0012,0.0002,Free Cholesterol to Total-Lipids in Small HDL percentage
Tyr,0.0005,0.0002,Tyrosine
Total-BCAA,0.0008,0.0002,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-PL%,0.0005,0.0002,Phospholipids to Total-Lipids in Large LDL percentage
VLDL-size,0.0003,0.0002,Average Diameter for VLDL Particles
MUFA%,0.0007,0.0002,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE,0.0005,0.0002,Cholesteryl Esters in Very Large HDL
IDL-CE%,0.0003,4.9774e-05,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-P,0.0002,4.2809e-05,Concentration of Very Large HDL Particles
