Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.0702,0.0724,Glycoprotein Acetyls
Albumin,0.0840,0.0686,Albumin
Gln,0.0615,0.0668,Glutamine
XXL-VLDL-C%,0.0650,0.0497,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0645,0.0494,Leucine
Phe,0.0283,0.0443,Phenylalanine
XL-HDL-CE%,0.0322,0.0430,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Acetate,0.0378,0.0389,Acetate
Gly,0.0335,0.0351,Glycine
Tyr,0.0277,0.0299,Tyrosine
Citrate,0.0323,0.0285,Citrate
Unsaturation,0.0255,0.0282,Degree of Unsaturation
Creatinine,0.0488,0.0281,Creatinine
M-LDL-TG%,0.0345,0.0280,Triglycerides to Total-Lipids in Medium LDL percentage
His,0.0218,0.0261,Histidine
Glu,0.0213,0.0226,Glucose
Sc-ala,0.0172,0.0222,Spectrometer-corrected alanine
Val,0.0267,0.0220,Valine
XXL-VLDL-CE%,0.0227,0.0193,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0163,0.0189,Glucose-lactate
L-LDL-TG%,0.0305,0.0187,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-C%,0.0190,0.0185,Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,0.0108,0.0182,Phospholipids to Total-Lipids in Very Small VLDL percentage
Lactate,0.0110,0.0163,Lactate
S-LDL-PL%,0.0070,0.0156,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-CE%,0.0123,0.0127,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-C%,0.0065,0.0119,Cholesterol to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG%,0.0137,0.0113,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0045,0.0095,Alanine
M-LDL-PL%,0.0068,0.0088,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3%,0.0052,0.0078,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC%,0.0070,0.0069,Free Cholesterol to Total-Lipids in Small HDL percentage
DHA%,0.0048,0.0060,Docosahexaenoic Acid to Total-Fatty Acids percentage
IDL-PL%,0.0060,0.0053,Phospholipids to Total-Lipids in IDL percentage
Ile,0.0035,0.0052,Isoleucine
XXL-VLDL-PL%,0.0045,0.0052,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,0.0058,0.0048,Cholesterol to Total-Lipids in Large LDL percentage
LDL-size,0.0050,0.0046,Average Diameter for LDL Particles
S-LDL-C%,0.0020,0.0043,Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC%,0.0047,0.0043,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-TG,0.0053,0.0040,Triglycerides in Large HDL
S-LDL-FC%,0.0018,0.0038,Free Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-TG%,0.0037,0.0037,Triglycerides to Total-Lipids in Small LDL percentage
IDL-CE%,0.0065,0.0035,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-P,0.0015,0.0031,Concentration of Small HDL Particles
L-HDL-PL%,0.0025,0.0030,Phospholipids to Total-Lipids in Large HDL percentage
LA%,0.0027,0.0029,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-FC,0.0042,0.0028,Free Cholesterol in Very Large HDL
L-HDL-C%,0.0020,0.0026,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-CE%,0.0018,0.0024,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-TG%,0.0017,0.0023,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,0.0023,0.0021,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.0015,0.0020,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-TG,0.0012,0.0019,Triglycerides in IDL
S-LDL-FC,0.0018,0.0019,Free Cholesterol in Small LDL
SFA%,0.0012,0.0018,Saturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG,0.0012,0.0017,Triglycerides in Medium VLDL
Pyruvate,0.0013,0.0017,Pyruvate
Omega-6%,0.0007,0.0017,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.0005,0.0016,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Total-BCAA,0.0018,0.0014,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
VLDL-size,0.0022,0.0013,Average Diameter for VLDL Particles
M-LDL-CE%,0.0008,0.0013,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,0.0007,0.0012,3-Hydroxybutyrate
DHA,0.0018,0.0012,Docosahexaenoic Acid
Acetone,0.0005,0.0010,Acetone
HDL-size,0.0010,0.0010,Average Diameter for HDL Particles
L-VLDL-PL%,0.0013,0.0009,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,0.0013,0.0008,Free Cholesterol to Total-Lipids in Large VLDL percentage
Omega-3,0.0003,0.0007,Omega-3 Fatty Acids
L-HDL-FC%,0.0003,0.0005,Free Cholesterol to Total-Lipids in Large HDL percentage
