Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XXL-VLDL-TG%,0.0328,0.0790,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
GlycA,0.0892,0.0784,Glycoprotein Acetyls
Pyruvate,0.0633,0.0732,Pyruvate
Creatinine,0.0790,0.0728,Creatinine
Ala,0.0937,0.0596,Alanine
Glu-lactate,0.0448,0.0536,Glucose-lactate
Albumin,0.0573,0.0511,Albumin
Citrate,0.0505,0.0351,Citrate
Sc-ala,0.0350,0.0273,Spectrometer-corrected alanine
Gln,0.0205,0.0262,Glutamine
Acetate,0.0298,0.0242,Acetate
Glu,0.0192,0.0236,Glucose
M-LDL-PL%,0.0198,0.0234,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.0223,0.0210,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Tyr,0.0215,0.0208,Tyrosine
IDL-PL%,0.0317,0.0199,Phospholipids to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0185,0.0186,3-Hydroxybutyrate
Acetoacetate,0.0133,0.0153,Acetoacetate
IDL-CE%,0.0170,0.0151,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.0257,0.0151,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Lactate,0.0112,0.0139,Lactate
Ile,0.0085,0.0130,Isoleucine
Omega-3%,0.0137,0.0127,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,0.0098,0.0124,Phospholipids to Total-Lipids in Small HDL percentage
Val,0.0072,0.0122,Valine
DHA%,0.0063,0.0097,Docosahexaenoic Acid to Total-Fatty Acids percentage
SFA%,0.0043,0.0083,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.0135,0.0075,Cholesterol to Total-Lipids in Large LDL percentage
Gly,0.0057,0.0073,Glycine
S-LDL-CE,0.0072,0.0067,Cholesteryl Esters in Small LDL
Phe,0.0023,0.0063,Phenylalanine
L-LDL-PL%,0.0038,0.0063,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.0075,0.0063,Free Cholesterol to Total-Lipids in Large VLDL percentage
Unsaturation,0.0072,0.0062,Degree of Unsaturation
XXL-VLDL-CE%,0.0058,0.0060,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0048,0.0056,Average Diameter for LDL Particles
L-HDL-C%,0.0040,0.0055,Cholesterol to Total-Lipids in Large HDL percentage
IDL-C%,0.0025,0.0055,Cholesterol to Total-Lipids in IDL percentage
S-LDL-FC,0.0043,0.0054,Free Cholesterol in Small LDL
DHA,0.0022,0.0052,Docosahexaenoic Acid
His,0.0025,0.0051,Histidine
Omega-3,0.0035,0.0051,Omega-3 Fatty Acids
Omega-6/Omega-3,0.0022,0.0048,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-PL%,0.0018,0.0045,Phospholipids to Total-Lipids in Small LDL percentage
Leu,0.0045,0.0042,Leucine
XL-HDL-P,0.0050,0.0041,Concentration of Very Large HDL Particles
LA%,0.0048,0.0041,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,0.0053,0.0039,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0050,0.0038,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-PL%,0.0035,0.0036,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,0.0045,0.0033,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-FC%,0.0042,0.0032,Free Cholesterol to Total-Lipids in Small HDL percentage
Acetone,0.0027,0.0032,Acetone
L-HDL-PL,0.0043,0.0031,Phospholipids in Large HDL
SM,0.0017,0.0026,Sphingomyelins
XXL-VLDL-PL%,0.0027,0.0025,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,0.0035,0.0025,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-FC%,0.0003,0.0024,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-C%,0.0028,0.0022,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA/MUFA,0.0022,0.0018,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-VLDL-CE%,0.0023,0.0017,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Total-BCAA,0.0018,0.0016,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-CE,0.0017,0.0016,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XS-VLDL-FC%,0.0012,0.0015,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-FC,0.0020,0.0014,Free Cholesterol in HDL
L-HDL-TG,0.0012,0.0014,Triglycerides in Large HDL
Omega-6%,0.0008,0.0014,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-P,0.0007,0.0010,Concentration of Small LDL Particles
VLDL-TG,0.0007,0.0010,Triglycerides in VLDL
S-HDL-C%,0.0010,0.0008,Cholesterol to Total-Lipids in Small HDL percentage
IDL-TG,0.0010,0.0007,Triglycerides in IDL
PUFA%,0.0017,0.0006,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Total-FA,0.0002,8.5981e-05,Total-Fatty Acids
