Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.772 [0.746 - 0.798],0.693 [0.691 - 0.695],0.691 [0.629 - 0.745],0.693 [0.691 - 0.695],0.003 [0.003 - 0.003],0.384 [0.322 - 0.438],0.006 [0.005 - 0.007]
Demographic,0.912 [0.902 - 0.923],0.836 [0.835 - 0.838],0.836 [0.791 - 0.875],0.836 [0.835 - 0.838],0.007 [0.006 - 0.007],0.672 [0.627 - 0.711],0.013 [0.012 - 0.015]
Metabolite+Demographic,0.928 [0.915 - 0.937],0.866 [0.865 - 0.867],0.864 [0.829 - 0.900],0.866 [0.865 - 0.867],0.009 [0.008 - 0.009],0.731 [0.695 - 0.765],0.017 [0.015 - 0.019]
