Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.695 [0.668 - 0.724],0.659 [0.656 - 0.661],0.656 [0.603 - 0.710],0.659 [0.656 - 0.661],0.003 [0.003 - 0.004],0.314 [0.262 - 0.368],0.007 [0.006 - 0.008]
Demographic,0.765 [0.735 - 0.790],0.696 [0.694 - 0.698],0.699 [0.643 - 0.745],0.696 [0.694 - 0.698],0.004 [0.003 - 0.005],0.396 [0.339 - 0.442],0.008 [0.007 - 0.009]
Metabolite+Demographic,0.776 [0.751 - 0.805],0.724 [0.722 - 0.726],0.721 [0.675 - 0.781],0.724 [0.722 - 0.726],0.005 [0.004 - 0.005],0.445 [0.399 - 0.505],0.009 [0.008 - 0.011]
