Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.669 [0.645 - 0.704],0.635 [0.633 - 0.637],0.639 [0.592 - 0.682],0.635 [0.633 - 0.637],0.004 [0.003 - 0.004],0.274 [0.227 - 0.316],0.007 [0.006 - 0.008]
Demographic,0.686 [0.658 - 0.705],0.628 [0.626 - 0.630],0.628 [0.579 - 0.677],0.628 [0.626 - 0.630],0.003 [0.003 - 0.004],0.256 [0.208 - 0.304],0.007 [0.006 - 0.008]
Metabolite+Demographic,0.706 [0.680 - 0.738],0.660 [0.658 - 0.663],0.663 [0.619 - 0.714],0.660 [0.658 - 0.663],0.004 [0.004 - 0.004],0.322 [0.279 - 0.375],0.008 [0.007 - 0.009]
