Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.546 [0.521 - 0.565],0.530 [0.528 - 0.532],0.530 [0.491 - 0.566],0.530 [0.528 - 0.532],0.003 [0.003 - 0.004],0.060 [0.020 - 0.095],0.006 [0.006 - 0.007]
Demographic,0.647 [0.625 - 0.668],0.608 [0.606 - 0.610],0.613 [0.571 - 0.648],0.608 [0.606 - 0.610],0.004 [0.004 - 0.005],0.221 [0.178 - 0.257],0.009 [0.008 - 0.010]
Metabolite+Demographic,0.648 [0.627 - 0.667],0.613 [0.611 - 0.615],0.613 [0.575 - 0.660],0.613 [0.611 - 0.615],0.004 [0.004 - 0.005],0.226 [0.188 - 0.274],0.009 [0.008 - 0.010]
