Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.554 [0.530 - 0.574],0.534 [0.531 - 0.536],0.537 [0.495 - 0.578],0.534 [0.531 - 0.536],0.004 [0.003 - 0.004],0.071 [0.028 - 0.113],0.007 [0.007 - 0.008]
Demographic,0.630 [0.609 - 0.652],0.600 [0.598 - 0.602],0.601 [0.566 - 0.640],0.600 [0.598 - 0.602],0.005 [0.004 - 0.005],0.201 [0.166 - 0.238],0.010 [0.009 - 0.011]
Metabolite+Demographic,0.623 [0.597 - 0.644],0.589 [0.587 - 0.591],0.592 [0.556 - 0.629],0.589 [0.587 - 0.591],0.005 [0.004 - 0.005],0.180 [0.145 - 0.219],0.009 [0.008 - 0.010]
