Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.586 [0.560 - 0.613],0.565 [0.563 - 0.567],0.565 [0.527 - 0.611],0.565 [0.563 - 0.567],0.002 [0.002 - 0.003],0.129 [0.092 - 0.175],0.005 [0.004 - 0.005]
Demographic,0.572 [0.549 - 0.601],0.539 [0.536 - 0.540],0.537 [0.487 - 0.587],0.539 [0.536 - 0.540],0.002 [0.002 - 0.002],0.075 [0.025 - 0.125],0.004 [0.004 - 0.005]
Metabolite+Demographic,0.599 [0.578 - 0.627],0.557 [0.555 - 0.559],0.553 [0.520 - 0.607],0.557 [0.555 - 0.559],0.002 [0.002 - 0.003],0.110 [0.076 - 0.164],0.005 [0.004 - 0.005]
